t,x,y,theta,rho,ex_w,ey_w,vx,vy,w,reached
2.652,-0.2525,0.4731,-0.0000,0.8470,0.7025,-0.4731,0.1768,-0.1768,0.0000,0
2.672,-0.2525,0.4731,-0.0000,0.8470,0.7025,-0.4731,0.1768,-0.1768,0.0000,0
2.693,-0.2525,0.4731,-0.0000,0.8470,0.7025,-0.4731,0.1768,-0.1768,0.0000,0
2.712,-0.2499,0.4705,-0.0000,0.8433,0.6999,-0.4705,0.1768,-0.1768,0.0000,0
2.732,-0.2499,0.4705,-0.0000,0.8433,0.6999,-0.4705,0.1768,-0.1768,0.0000,0
2.752,-0.2499,0.4705,-0.0000,0.8433,0.6999,-0.4705,0.1768,-0.1768,0.0000,0
2.773,-0.2499,0.4705,-0.0000,0.8433,0.6999,-0.4705,0.1768,-0.1768,0.0000,0
2.792,-0.2460,0.4666,-0.0000,0.8379,0.6960,-0.4666,0.1768,-0.1768,0.0000,0
2.812,-0.2460,0.4666,-0.0000,0.8379,0.6960,-0.4666,0.1768,-0.1768,0.0000,0
2.834,-0.2460,0.4666,-0.0000,0.8379,0.6960,-0.4666,0.1768,-0.1768,0.0000,0
2.852,-0.2434,0.4640,-0.0000,0.8343,0.6934,-0.4640,0.1768,-0.1768,0.0000,0
2.872,-0.2408,0.4614,-0.0000,0.8307,0.6908,-0.4614,0.1768,-0.1768,0.0000,0
2.892,-0.2408,0.4614,-0.0000,0.8307,0.6908,-0.4614,0.1768,-0.1768,0.0000,0
2.914,-0.2408,0.4614,-0.0000,0.8307,0.6908,-0.4614,0.1768,-0.1768,0.0000,0
2.932,-0.2395,0.4600,-0.0000,0.8288,0.6895,-0.4600,0.1768,-0.1768,0.0000,0
2.952,-0.2381,0.4587,-0.0000,0.8270,0.6881,-0.4587,0.1768,-0.1768,0.0000,0
2.972,-0.2381,0.4587,-0.0000,0.8270,0.6881,-0.4587,0.1768,-0.1768,0.0000,0
2.992,-0.2381,0.4587,-0.0000,0.8270,0.6881,-0.4587,0.1768,-0.1768,0.0000,0
3.012,-0.2355,0.4561,-0.0000,0.8234,0.6855,-0.4561,0.1768,-0.1768,0.0000,0
3.032,-0.2355,0.4561,-0.0000,0.8234,0.6855,-0.4561,0.1768,-0.1768,0.0000,0
3.054,-0.2355,0.4561,-0.0000,0.8234,0.6855,-0.4561,0.1768,-0.1768,0.0000,0
3.073,-0.2342,0.4548,-0.0000,0.8216,0.6842,-0.4548,0.1768,-0.1768,0.0000,0
3.092,-0.2316,0.4522,-0.0000,0.8180,0.6816,-0.4522,0.1768,-0.1768,0.0000,0
3.112,-0.2316,0.4522,-0.0000,0.8180,0.6816,-0.4522,0.1768,-0.1768,0.0000,0
3.132,-0.2316,0.4522,-0.0000,0.8180,0.6816,-0.4522,0.1768,-0.1768,0.0000,0
3.152,-0.2303,0.4509,-0.0000,0.8162,0.6803,-0.4509,0.1768,-0.1768,0.0000,0
3.172,-0.2277,0.4483,-0.0000,0.8126,0.6777,-0.4483,0.1768,-0.1768,0.0000,0
3.192,-0.2277,0.4483,-0.0000,0.8126,0.6777,-0.4483,0.1768,-0.1768,0.0000,0
3.212,-0.2264,0.4470,-0.0000,0.8108,0.6764,-0.4470,0.1768,-0.1768,0.0000,0
3.232,-0.2251,0.4457,-0.0000,0.8089,0.6751,-0.4457,0.1768,-0.1768,0.0000,0
3.252,-0.2251,0.4457,-0.0000,0.8089,0.6751,-0.4457,0.1768,-0.1768,0.0000,0
3.273,-0.2251,0.4457,-0.0000,0.8089,0.6751,-0.4457,0.1768,-0.1768,0.0000,0
3.293,-0.2238,0.4444,-0.0000,0.8071,0.6738,-0.4444,0.1768,-0.1768,0.0000,0
3.312,-0.2238,0.4444,-0.0000,0.8071,0.6738,-0.4444,0.1768,-0.1768,0.0000,0
3.332,-0.2238,0.4444,-0.0000,0.8071,0.6738,-0.4444,0.1768,-0.1768,0.0000,0
3.352,-0.2238,0.4444,-0.0000,0.8071,0.6738,-0.4444,0.1768,-0.1768,0.0000,0
3.372,-0.2225,0.4431,-0.0000,0.8053,0.6725,-0.4431,0.1768,-0.1768,0.0000,0
3.392,-0.2212,0.4418,-0.0000,0.8035,0.6712,-0.4418,0.1768,-0.1768,0.0000,0
3.412,-0.2212,0.4418,-0.0000,0.8035,0.6712,-0.4418,0.1768,-0.1768,0.0000,0
3.432,-0.2212,0.4418,-0.0000,0.8035,0.6712,-0.4418,0.1768,-0.1768,0.0000,0
3.452,-0.2186,0.4392,-0.0000,0.7999,0.6686,-0.4392,0.1768,-0.1768,0.0000,0
3.472,-0.2186,0.4392,-0.0000,0.7999,0.6686,-0.4392,0.1768,-0.1768,0.0000,0
3.493,-0.2186,0.4392,-0.0000,0.7999,0.6686,-0.4392,0.1768,-0.1768,0.0000,0
3.512,-0.2173,0.4379,-0.0000,0.7981,0.6673,-0.4379,0.1768,-0.1768,0.0000,0
3.533,-0.2160,0.4366,-0.0000,0.7963,0.6660,-0.4366,0.1768,-0.1768,0.0000,0
3.552,-0.2160,0.4366,-0.0000,0.7963,0.6660,-0.4366,0.1768,-0.1768,0.0000,0
3.573,-0.2160,0.4366,-0.0000,0.7963,0.6660,-0.4366,0.1768,-0.1768,0.0000,0
3.592,-0.2160,0.4366,-0.0000,0.7963,0.6660,-0.4366,0.1768,-0.1768,0.0000,0
3.612,-0.2146,0.4352,-0.0000,0.7945,0.6646,-0.4352,0.1768,-0.1768,0.0000,0
3.632,-0.2146,0.4352,-0.0000,0.7945,0.6646,-0.4352,0.1768,-0.1768,0.0000,0
3.652,-0.2146,0.4352,-0.0000,0.7945,0.6646,-0.4352,0.1768,-0.1768,0.0000,0
3.674,-0.2107,0.4313,-0.0000,0.7891,0.6607,-0.4313,0.1768,-0.1768,0.0000,0
3.692,-0.2107,0.4313,-0.0000,0.7891,0.6607,-0.4313,0.1768,-0.1768,0.0000,0
3.712,-0.2107,0.4313,-0.0000,0.7891,0.6607,-0.4313,0.1768,-0.1768,0.0000,0
3.732,-0.2107,0.4313,-0.0000,0.7891,0.6607,-0.4313,0.1768,-0.1768,0.0000,0
3.752,-0.2068,0.4274,-0.0000,0.7836,0.6568,-0.4274,0.1768,-0.1768,0.0000,0
3.773,-0.2068,0.4274,-0.0000,0.7836,0.6568,-0.4274,0.1768,-0.1768,0.0000,0
3.793,-0.2068,0.4274,-0.0000,0.7836,0.6568,-0.4274,0.1768,-0.1768,0.0000,0
3.812,-0.2042,0.4248,-0.0000,0.7800,0.6542,-0.4248,0.1768,-0.1768,0.0000,0
3.832,-0.2016,0.4222,-0.0000,0.7764,0.6516,-0.4222,0.1768,-0.1768,0.0000,0
3.852,-0.2016,0.4222,-0.0000,0.7764,0.6516,-0.4222,0.1768,-0.1768,0.0000,0
3.873,-0.2016,0.4222,-0.0000,0.7764,0.6516,-0.4222,0.1768,-0.1768,0.0000,0
3.892,-0.1990,0.4196,-0.0000,0.7728,0.6490,-0.4196,0.1768,-0.1768,0.0000,0
3.912,-0.1990,0.4196,-0.0000,0.7728,0.6490,-0.4196,0.1768,-0.1768,0.0000,0
3.932,-0.1990,0.4196,-0.0000,0.7728,0.6490,-0.4196,0.1768,-0.1768,0.0000,0
3.953,-0.1964,0.4170,-0.0000,0.7692,0.6464,-0.4170,0.1768,-0.1768,0.0000,0
3.972,-0.1964,0.4170,-0.0000,0.7692,0.6464,-0.4170,0.1768,-0.1768,0.0000,0
3.992,-0.1964,0.4170,-0.0000,0.7692,0.6464,-0.4170,0.1768,-0.1768,0.0000,0
4.013,-0.1964,0.4170,-0.0000,0.7692,0.6464,-0.4170,0.1768,-0.1768,0.0000,0
4.033,-0.1951,0.4157,-0.0000,0.7674,0.6451,-0.4157,0.1768,-0.1768,0.0000,0
4.052,-0.1938,0.4144,-0.0000,0.7656,0.6438,-0.4144,0.1768,-0.1768,0.0000,0
4.072,-0.1938,0.4144,-0.0000,0.7656,0.6438,-0.4144,0.1768,-0.1768,0.0000,0
4.092,-0.1938,0.4144,-0.0000,0.7656,0.6438,-0.4144,0.1768,-0.1768,0.0000,0
4.112,-0.1912,0.4117,-0.0000,0.7620,0.6412,-0.4117,0.1768,-0.1768,0.0000,0
4.132,-0.1898,0.4104,-0.0000,0.7602,0.6398,-0.4104,0.1768,-0.1768,0.0000,0
4.152,-0.1898,0.4104,-0.0000,0.7602,0.6398,-0.4104,0.1768,-0.1768,0.0000,0
4.172,-0.1898,0.4104,-0.0000,0.7602,0.6398,-0.4104,0.1768,-0.1768,0.0000,0
4.192,-0.1872,0.4078,-0.0000,0.7566,0.6372,-0.4078,0.1768,-0.1768,0.0000,0
4.212,-0.1872,0.4078,-0.0000,0.7566,0.6372,-0.4078,0.1768,-0.1768,0.0000,0
4.233,-0.1872,0.4078,-0.0000,0.7566,0.6372,-0.4078,0.1768,-0.1768,0.0000,0
4.252,-0.1846,0.4052,-0.0000,0.7530,0.6346,-0.4052,0.1768,-0.1768,0.0000,0
4.272,-0.1846,0.4052,-0.0000,0.7530,0.6346,-0.4052,0.1768,-0.1768,0.0000,0
4.292,-0.1846,0.4052,-0.0000,0.7530,0.6346,-0.4052,0.1768,-0.1768,0.0000,0
4.313,-0.1846,0.4052,-0.0000,0.7530,0.6346,-0.4052,0.1768,-0.1768,0.0000,0
4.332,-0.1820,0.4026,-0.0000,0.7494,0.6320,-0.4026,0.1768,-0.1768,0.0000,0
4.352,-0.1820,0.4026,-0.0000,0.7494,0.6320,-0.4026,0.1768,-0.1768,0.0000,0
4.372,-0.1820,0.4026,-0.0000,0.7494,0.6320,-0.4026,0.1768,-0.1768,0.0000,0
4.392,-0.1820,0.4026,-0.0000,0.7494,0.6320,-0.4026,0.1768,-0.1768,0.0000,0
4.412,-0.1781,0.3987,-0.0000,0.7440,0.6281,-0.3987,0.1768,-0.1768,0.0000,0
4.432,-0.1781,0.3987,-0.0000,0.7440,0.6281,-0.3987,0.1768,-0.1768,0.0000,0
4.453,-0.1755,0.3961,-0.0000,0.7403,0.6255,-0.3961,0.1768,-0.1768,0.0000,0
4.473,-0.1729,0.3935,-0.0000,0.7367,0.6229,-0.3935,0.1768,-0.1768,0.0000,0
4.492,-0.1729,0.3935,-0.0000,0.7367,0.6229,-0.3935,0.1768,-0.1768,0.0000,0
4.512,-0.1729,0.3935,-0.0000,0.7367,0.6229,-0.3935,0.1768,-0.1768,0.0000,0
4.532,-0.1716,0.3922,-0.0000,0.7349,0.6216,-0.3922,0.1768,-0.1768,0.0000,0
4.553,-0.1716,0.3922,-0.0000,0.7349,0.6216,-0.3922,0.1768,-0.1768,0.0000,0
4.572,-0.1716,0.3922,-0.0000,0.7349,0.6216,-0.3922,0.1768,-0.1768,0.0000,0
4.593,-0.1716,0.3922,-0.0000,0.7349,0.6216,-0.3922,0.1768,-0.1768,0.0000,0
4.612,-0.1716,0.3922,-0.0000,0.7349,0.6216,-0.3922,0.1768,-0.1768,0.0000,0
4.632,-0.1690,0.3896,-0.0000,0.7313,0.6190,-0.3896,0.1768,-0.1768,0.0000,0
4.653,-0.1690,0.3896,-0.0000,0.7313,0.6190,-0.3896,0.1768,-0.1768,0.0000,0
4.672,-0.1690,0.3896,-0.0000,0.7313,0.6190,-0.3896,0.1768,-0.1768,0.0000,0
4.692,-0.1650,0.3856,-0.0000,0.7259,0.6150,-0.3856,0.1768,-0.1768,0.0000,0
4.712,-0.1650,0.3856,-0.0000,0.7259,0.6150,-0.3856,0.1768,-0.1768,0.0000,0
4.733,-0.1650,0.3856,-0.0000,0.7259,0.6150,-0.3856,0.1768,-0.1768,0.0000,0
4.753,-0.1624,0.3830,-0.0000,0.7223,0.6124,-0.3830,0.1768,-0.1768,0.0000,0
4.772,-0.1624,0.3830,-0.0000,0.7223,0.6124,-0.3830,0.1768,-0.1768,0.0000,0
4.792,-0.1624,0.3830,-0.0000,0.7223,0.6124,-0.3830,0.1768,-0.1768,0.0000,0
4.812,-0.1624,0.3830,-0.0000,0.7223,0.6124,-0.3830,0.1768,-0.1768,0.0000,0
4.832,-0.1598,0.3804,-0.0000,0.7187,0.6098,-0.3804,0.1768,-0.1768,0.0000,0
4.853,-0.1598,0.3804,-0.0000,0.7187,0.6098,-0.3804,0.1768,-0.1768,0.0000,0
4.873,-0.1598,0.3804,-0.0000,0.7187,0.6098,-0.3804,0.1768,-0.1768,0.0000,0
4.892,-0.1598,0.3804,-0.0000,0.7187,0.6098,-0.3804,0.1768,-0.1768,0.0000,0
4.912,-0.1585,0.3791,-0.0000,0.7170,0.6085,-0.3791,0.1768,-0.1768,0.0000,0
4.933,-0.1585,0.3791,-0.0000,0.7170,0.6085,-0.3791,0.1768,-0.1768,0.0000,0
4.953,-0.1585,0.3791,-0.0000,0.7170,0.6085,-0.3791,0.1768,-0.1768,0.0000,0
4.973,-0.1546,0.3752,-0.0000,0.7116,0.6046,-0.3752,0.1768,-0.1768,0.0000,0
4.992,-0.1546,0.3752,-0.0000,0.7116,0.6046,-0.3752,0.1768,-0.1768,0.0000,0
5.013,-0.1546,0.3752,-0.0000,0.7116,0.6046,-0.3752,0.1768,-0.1768,0.0000,0
5.032,-0.1533,0.3739,-0.0000,0.7098,0.6033,-0.3739,0.1768,-0.1768,0.0000,0
5.052,-0.1507,0.3713,-0.0000,0.7062,0.6007,-0.3713,0.1768,-0.1768,0.0000,0
5.072,-0.1507,0.3713,-0.0000,0.7062,0.6007,-0.3713,0.1768,-0.1768,0.0000,0
5.092,-0.1507,0.3713,-0.0000,0.7062,0.6007,-0.3713,0.1768,-0.1768,0.0000,0
5.113,-0.1481,0.3687,-0.0000,0.7026,0.5981,-0.3687,0.1768,-0.1768,0.0000,0
5.132,-0.1481,0.3687,-0.0000,0.7026,0.5981,-0.3687,0.1768,-0.1768,0.0000,0
5.152,-0.1481,0.3687,-0.0000,0.7026,0.5981,-0.3687,0.1768,-0.1768,0.0000,0
5.173,-0.1481,0.3687,-0.0000,0.7026,0.5981,-0.3687,0.1768,-0.1768,0.0000,0
5.193,-0.1455,0.3661,-0.0000,0.6990,0.5955,-0.3661,0.1768,-0.1768,0.0000,0
5.213,-0.1455,0.3661,-0.0000,0.6990,0.5955,-0.3661,0.1768,-0.1768,0.0000,0
5.233,-0.1455,0.3661,-0.0000,0.6990,0.5955,-0.3661,0.1768,-0.1768,0.0000,0
5.253,-0.1455,0.3661,-0.0000,0.6990,0.5955,-0.3661,0.1768,-0.1768,0.0000,0
5.273,-0.1455,0.3661,-0.0000,0.6990,0.5955,-0.3661,0.1768,-0.1768,0.0000,0
5.292,-0.1455,0.3661,-0.0000,0.6990,0.5955,-0.3661,0.1768,-0.1768,0.0000,0
5.313,-0.1455,0.3661,-0.0000,0.6990,0.5955,-0.3661,0.1768,-0.1768,0.0000,0
5.332,-0.1455,0.3661,-0.0000,0.6990,0.5955,-0.3661,0.1768,-0.1768,0.0000,0
5.353,-0.1455,0.3661,-0.0000,0.6990,0.5955,-0.3661,0.1768,-0.1768,0.0000,0
5.373,-0.1455,0.3661,-0.0000,0.6990,0.5955,-0.3661,0.1768,-0.1768,0.0000,0
5.392,-0.1455,0.3661,-0.0000,0.6990,0.5955,-0.3661,0.1768,-0.1768,0.0000,0
5.412,-0.1429,0.3634,-0.0000,0.6954,0.5929,-0.3634,0.1768,-0.1768,0.0000,0
5.432,-0.1415,0.3621,-0.0000,0.6936,0.5915,-0.3621,0.1768,-0.1768,0.0000,0
5.452,-0.1350,0.3556,-0.0000,0.6846,0.5850,-0.3556,0.1768,-0.1768,0.0000,0
5.472,-0.1324,0.3530,-0.0000,0.6810,0.5824,-0.3530,0.1768,-0.1768,0.0000,0
5.493,-0.1311,0.3517,-0.0000,0.6792,0.5811,-0.3517,0.1768,-0.1768,0.0000,0
5.512,-0.1311,0.3517,-0.0000,0.6792,0.5811,-0.3517,0.1768,-0.1768,0.0000,0
5.532,-0.1311,0.3517,-0.0000,0.6792,0.5811,-0.3517,0.1768,-0.1768,0.0000,0
5.552,-0.1311,0.3517,-0.0000,0.6792,0.5811,-0.3517,0.1768,-0.1768,0.0000,0
5.572,-0.1285,0.3491,-0.0000,0.6757,0.5785,-0.3491,0.1768,-0.1768,0.0000,0
5.592,-0.1285,0.3491,-0.0000,0.6757,0.5785,-0.3491,0.1768,-0.1768,0.0000,0
5.613,-0.1285,0.3491,-0.0000,0.6757,0.5785,-0.3491,0.1768,-0.1768,0.0000,0
5.632,-0.1285,0.3491,-0.0000,0.6757,0.5785,-0.3491,0.1768,-0.1768,0.0000,0
5.652,-0.1272,0.3478,-0.0000,0.6739,0.5772,-0.3478,0.1768,-0.1768,0.0000,0
5.672,-0.1272,0.3478,-0.0000,0.6739,0.5772,-0.3478,0.1768,-0.1768,0.0000,0
5.692,-0.1272,0.3478,-0.0000,0.6739,0.5772,-0.3478,0.1768,-0.1768,0.0000,0
5.712,-0.1272,0.3478,-0.0000,0.6739,0.5772,-0.3478,0.1768,-0.1768,0.0000,0
5.732,-0.1272,0.3478,-0.0000,0.6739,0.5772,-0.3478,0.1768,-0.1768,0.0000,0
5.754,-0.1272,0.3478,-0.0000,0.6739,0.5772,-0.3478,0.1768,-0.1768,0.0000,0
5.772,-0.1259,0.3465,-0.0000,0.6721,0.5759,-0.3465,0.1768,-0.1768,0.0000,0
5.792,-0.1233,0.3439,-0.0000,0.6685,0.5733,-0.3439,0.1768,-0.1768,0.0000,0
5.812,-0.1233,0.3439,-0.0000,0.6685,0.5733,-0.3439,0.1768,-0.1768,0.0000,0
5.832,-0.1233,0.3439,-0.0000,0.6685,0.5733,-0.3439,0.1768,-0.1768,0.0000,0
5.852,-0.1233,0.3439,-0.0000,0.6685,0.5733,-0.3439,0.1768,-0.1768,0.0000,0
5.872,-0.1233,0.3439,-0.0000,0.6685,0.5733,-0.3439,0.1768,-0.1768,0.0000,0
5.893,-0.1233,0.3439,-0.0000,0.6685,0.5733,-0.3439,0.1768,-0.1768,0.0000,0
5.912,-0.1207,0.3413,-0.0000,0.6649,0.5707,-0.3413,0.1768,-0.1768,0.0000,0
5.932,-0.1180,0.3386,-0.0000,0.6613,0.5680,-0.3386,0.1768,-0.1768,0.0000,0
5.952,-0.1128,0.3334,-0.0000,0.6542,0.5628,-0.3334,0.1768,-0.1768,0.0000,0
5.973,-0.1128,0.3334,-0.0000,0.6542,0.5628,-0.3334,0.1768,-0.1768,0.0000,0
5.992,-0.1102,0.3308,-0.0000,0.6506,0.5602,-0.3308,0.1768,-0.1768,0.0000,0
6.012,-0.1102,0.3308,-0.0000,0.6506,0.5602,-0.3308,0.1768,-0.1768,0.0000,0
6.033,-0.1102,0.3308,-0.0000,0.6506,0.5602,-0.3308,0.1768,-0.1768,0.0000,0
6.052,-0.1076,0.3282,-0.0000,0.6470,0.5576,-0.3282,0.1768,-0.1768,0.0000,0
6.072,-0.1063,0.3269,-0.0000,0.6452,0.5563,-0.3269,0.1768,-0.1768,0.0000,0
6.092,-0.1063,0.3269,-0.0000,0.6452,0.5563,-0.3269,0.1768,-0.1768,0.0000,0
6.112,-0.1063,0.3269,-0.0000,0.6452,0.5563,-0.3269,0.1768,-0.1768,0.0000,0
6.132,-0.1050,0.3256,-0.0000,0.6434,0.5550,-0.3256,0.1768,-0.1768,0.0000,0
6.152,-0.1037,0.3243,-0.0000,0.6417,0.5537,-0.3243,0.1768,-0.1768,0.0000,0
6.172,-0.1037,0.3243,-0.0000,0.6417,0.5537,-0.3243,0.1768,-0.1768,0.0000,0
6.192,-0.1024,0.3230,-0.0000,0.6399,0.5524,-0.3230,0.1768,-0.1768,0.0000,0
6.212,-0.1011,0.3217,-0.0000,0.6381,0.5511,-0.3217,0.1768,-0.1768,0.0000,0
6.232,-0.1011,0.3217,-0.0000,0.6381,0.5511,-0.3217,0.1768,-0.1768,0.0000,0
6.252,-0.1011,0.3217,-0.0000,0.6381,0.5511,-0.3217,0.1768,-0.1768,0.0000,0
6.272,-0.0985,0.3191,-0.0000,0.6345,0.5485,-0.3191,0.1772,-0.1763,0.0000,0
6.292,-0.0985,0.3191,-0.0000,0.6345,0.5485,-0.3191,0.1768,-0.1768,0.0000,0
6.312,-0.0985,0.3191,-0.0000,0.6345,0.5485,-0.3191,0.1768,-0.1768,0.0000,0
6.332,-0.0959,0.3165,-0.0000,0.6310,0.5459,-0.3165,0.1780,-0.1756,0.0000,0
6.352,-0.0945,0.3151,-0.0000,0.6292,0.5445,-0.3151,0.1772,-0.1764,0.0000,0
6.372,-0.0945,0.3151,-0.0000,0.6292,0.5445,-0.3151,0.1768,-0.1768,0.0000,0
6.392,-0.0945,0.3151,-0.0000,0.6292,0.5445,-0.3151,0.1768,-0.1768,0.0000,0
6.412,-0.0919,0.3125,-0.0000,0.6256,0.5419,-0.3125,0.1791,-0.1744,0.0000,0
6.432,-0.0919,0.3125,-0.0000,0.6256,0.5419,-0.3125,0.1768,-0.1768,0.0000,0
6.454,-0.0919,0.3125,-0.0000,0.6256,0.5419,-0.3125,0.1768,-0.1768,0.0000,0
6.472,-0.0906,0.3113,-0.0000,0.6238,0.5406,-0.3113,0.1783,-0.1753,0.0000,0
6.492,-0.0906,0.3113,-0.0000,0.6238,0.5406,-0.3113,0.1771,-0.1764,0.0000,0
6.512,-0.0906,0.3113,-0.0000,0.6238,0.5406,-0.3113,0.1771,-0.1764,0.0000,0
6.532,-0.0906,0.3113,-0.0000,0.6238,0.5406,-0.3113,0.1771,-0.1764,0.0000,0
6.552,-0.0880,0.3087,-0.0000,0.6202,0.5380,-0.3087,0.1802,-0.1733,0.0000,0
6.572,-0.0880,0.3087,-0.0000,0.6202,0.5380,-0.3087,0.1779,-0.1757,0.0000,0
6.592,-0.0880,0.3087,-0.0000,0.6202,0.5380,-0.3087,0.1779,-0.1757,0.0000,0
6.612,-0.0867,0.3074,-0.0000,0.6185,0.5367,-0.3074,0.1794,-0.1741,0.0000,0
6.632,-0.0853,0.3061,-0.0000,0.6167,0.5353,-0.3061,0.1798,-0.1737,0.0000,0
6.652,-0.0853,0.3061,-0.0000,0.6167,0.5353,-0.3061,0.1786,-0.1749,0.0000,0
6.673,-0.0853,0.3061,-0.0000,0.6167,0.5353,-0.3061,0.1786,-0.1749,0.0000,0
6.692,-0.0827,0.3035,-0.0000,0.6131,0.5327,-0.3035,0.1817,-0.1717,0.0000,0
6.712,-0.0827,0.3035,-0.0000,0.6131,0.5327,-0.3035,0.1793,-0.1742,0.0000,0
6.732,-0.0827,0.3035,-0.0000,0.6131,0.5327,-0.3035,0.1793,-0.1742,0.0000,0
