t,x,y,theta,rho,ex_w,ey_w,vx,vy,w,reached
30.861,-0.2706,0.2655,-0.0000,0.2363,-0.0294,0.2345,-0.0227,0.1807,0.0000,0
30.881,-0.2709,0.2682,-0.0000,0.2336,-0.0291,0.2318,-0.0224,0.1786,0.0000,0
30.900,-0.2709,0.2682,-0.0000,0.2336,-0.0291,0.2318,-0.0233,0.1854,0.0000,0
30.920,-0.2709,0.2682,-0.0000,0.2336,-0.0291,0.2318,-0.0233,0.1854,0.0000,0
30.942,-0.2709,0.2682,-0.0000,0.2336,-0.0291,0.2318,-0.0233,0.1854,0.0000,0
30.961,-0.2709,0.2682,-0.0000,0.2336,-0.0291,0.2318,-0.0233,0.1854,0.0000,0
30.980,-0.2709,0.2682,-0.0000,0.2336,-0.0291,0.2318,-0.0233,0.1854,0.0000,0
31.000,-0.2709,0.2682,-0.0000,0.2336,-0.0291,0.2318,-0.0233,0.1854,0.0000,0
31.020,-0.2709,0.2682,-0.0000,0.2336,-0.0291,0.2318,-0.0233,0.1854,0.0000,0
31.040,-0.2709,0.2682,-0.0000,0.2336,-0.0291,0.2318,-0.0233,0.1854,0.0000,0
31.061,-0.2709,0.2682,-0.0000,0.2336,-0.0291,0.2318,-0.0233,0.1854,0.0000,0
31.080,-0.2709,0.2682,-0.0000,0.2336,-0.0291,0.2318,-0.0233,0.1854,0.0000,0
31.101,-0.2709,0.2682,-0.0000,0.2336,-0.0291,0.2318,-0.0233,0.1854,0.0000,0
31.121,-0.2709,0.2682,-0.0000,0.2336,-0.0291,0.2318,-0.0233,0.1854,0.0000,0
31.140,-0.2709,0.2682,-0.0000,0.2336,-0.0291,0.2318,-0.0233,0.1854,0.0000,0
31.160,-0.2709,0.2682,-0.0000,0.2336,-0.0291,0.2318,-0.0233,0.1854,0.0000,0
31.181,-0.2709,0.2682,-0.0000,0.2336,-0.0291,0.2318,-0.0233,0.1854,0.0000,0
31.201,-0.2712,0.2709,-0.0000,0.2309,-0.0288,0.2291,-0.0222,0.1767,0.0000,0
31.221,-0.2712,0.2709,-0.0000,0.2309,-0.0288,0.2291,-0.0230,0.1833,0.0000,0
31.240,-0.2714,0.2722,-0.0000,0.2295,-0.0286,0.2278,-0.0224,0.1788,0.0000,0
31.261,-0.2718,0.2749,-0.0000,0.2268,-0.0282,0.2251,-0.0218,0.1734,0.0000,0
31.280,-0.2721,0.2775,-0.0000,0.2242,-0.0279,0.2225,-0.0215,0.1715,0.0000,0
31.301,-0.2724,0.2801,-0.0000,0.2216,-0.0276,0.2199,-0.0213,0.1695,0.0000,0
31.321,-0.2727,0.2826,-0.0000,0.2191,-0.0273,0.2174,-0.0210,0.1676,0.0000,0
31.340,-0.2727,0.2826,-0.0000,0.2191,-0.0273,0.2174,-0.0218,0.1739,0.0000,0
31.360,-0.2727,0.2826,-0.0000,0.2191,-0.0273,0.2174,-0.0218,0.1739,0.0000,0
31.380,-0.2729,0.2838,-0.0000,0.2179,-0.0271,0.2162,-0.0213,0.1698,0.0000,0
31.401,-0.2730,0.2851,-0.0000,0.2166,-0.0270,0.2149,-0.0212,0.1687,0.0000,0
31.421,-0.2730,0.2851,-0.0000,0.2166,-0.0270,0.2149,-0.0216,0.1719,0.0000,0
31.440,-0.2730,0.2851,-0.0000,0.2166,-0.0270,0.2149,-0.0216,0.1719,0.0000,0
31.461,-0.2732,0.2864,-0.0000,0.2153,-0.0268,0.2136,-0.0211,0.1678,0.0000,0
31.480,-0.2734,0.2876,-0.0000,0.2140,-0.0266,0.2124,-0.0209,0.1667,0.0000,0
31.501,-0.2734,0.2876,-0.0000,0.2140,-0.0266,0.2124,-0.0213,0.1699,0.0000,0
31.521,-0.2735,0.2889,-0.0000,0.2128,-0.0265,0.2111,-0.0208,0.1658,0.0000,0
31.541,-0.2735,0.2889,-0.0000,0.2128,-0.0265,0.2111,-0.0212,0.1689,0.0000,0
31.561,-0.2735,0.2889,-0.0000,0.2128,-0.0265,0.2111,-0.0212,0.1689,0.0000,0
31.581,-0.2735,0.2889,-0.0000,0.2128,-0.0265,0.2111,-0.0212,0.1689,0.0000,0
31.601,-0.2735,0.2889,-0.0000,0.2128,-0.0265,0.2111,-0.0212,0.1689,0.0000,0
31.621,-0.2735,0.2889,-0.0000,0.2128,-0.0265,0.2111,-0.0212,0.1689,0.0000,0
31.641,-0.2735,0.2889,-0.0000,0.2128,-0.0265,0.2111,-0.0212,0.1689,0.0000,0
31.660,-0.2735,0.2889,-0.0000,0.2128,-0.0265,0.2111,-0.0212,0.1689,0.0000,0
31.681,-0.2737,0.2901,-0.0000,0.2115,-0.0263,0.2099,-0.0207,0.1648,0.0000,0
31.700,-0.2740,0.2926,-0.0000,0.2090,-0.0260,0.2074,-0.0200,0.1598,0.0000,0
31.722,-0.2743,0.2950,-0.0000,0.2066,-0.0257,0.2050,-0.0198,0.1580,0.0000,0
31.740,-0.2743,0.2950,-0.0000,0.2066,-0.0257,0.2050,-0.0206,0.1640,0.0000,0
31.761,-0.2743,0.2950,-0.0000,0.2066,-0.0257,0.2050,-0.0206,0.1640,0.0000,0
31.781,-0.2744,0.2962,-0.0000,0.2054,-0.0256,0.2038,-0.0201,0.1601,0.0000,0
31.800,-0.2747,0.2986,-0.0000,0.2030,-0.0253,0.2014,-0.0195,0.1552,0.0000,0
31.820,-0.2749,0.2997,-0.0000,0.2019,-0.0251,0.2003,-0.0197,0.1574,0.0000,0
31.840,-0.2749,0.2997,-0.0000,0.2019,-0.0251,0.2003,-0.0201,0.1602,0.0000,0
31.860,-0.2749,0.2997,-0.0000,0.2019,-0.0251,0.2003,-0.0201,0.1602,0.0000,0
31.882,-0.2749,0.2997,-0.0000,0.2019,-0.0251,0.2003,-0.0201,0.1602,0.0000,0
31.901,-0.2750,0.3009,-0.0000,0.2007,-0.0250,0.1991,-0.0196,0.1564,0.0000,0
31.921,-0.2752,0.3021,-0.0000,0.1995,-0.0248,0.1979,-0.0195,0.1554,0.0000,0
31.940,-0.2752,0.3021,-0.0000,0.1995,-0.0248,0.1979,-0.0199,0.1584,0.0000,0
31.962,-0.2752,0.3021,-0.0000,0.1995,-0.0248,0.1979,-0.0199,0.1584,0.0000,0
31.980,-0.2753,0.3032,-0.0000,0.1983,-0.0247,0.1968,-0.0194,0.1545,0.0000,0
32.000,-0.2755,0.3044,-0.0000,0.1972,-0.0245,0.1956,-0.0193,0.1536,0.0000,0
32.020,-0.2755,0.3044,-0.0000,0.1972,-0.0245,0.1956,-0.0196,0.1565,0.0000,0
32.040,-0.2755,0.3044,-0.0000,0.1972,-0.0245,0.1956,-0.0196,0.1565,0.0000,0
32.061,-0.2755,0.3044,-0.0000,0.1972,-0.0245,0.1956,-0.0196,0.1565,0.0000,0
32.081,-0.2756,0.3055,-0.0000,0.1960,-0.0244,0.1945,-0.0192,0.1527,0.0000,0
32.100,-0.2759,0.3078,-0.0000,0.1937,-0.0241,0.1922,-0.0186,0.1480,0.0000,0
32.121,-0.2759,0.3078,-0.0000,0.1937,-0.0241,0.1922,-0.0193,0.1538,0.0000,0
32.141,-0.2759,0.3078,-0.0000,0.1937,-0.0241,0.1922,-0.0193,0.1538,0.0000,0
32.161,-0.2759,0.3078,-0.0000,0.1937,-0.0241,0.1922,-0.0193,0.1538,0.0000,0
32.180,-0.2760,0.3089,-0.0000,0.1926,-0.0240,0.1911,-0.0188,0.1501,0.0000,0
32.201,-0.2760,0.3089,-0.0000,0.1926,-0.0240,0.1911,-0.0192,0.1529,0.0000,0
32.221,-0.2763,0.3112,-0.0000,0.1903,-0.0237,0.1888,-0.0182,0.1454,0.0000,0
32.240,-0.2764,0.3122,-0.0000,0.1892,-0.0236,0.1878,-0.0185,0.1475,0.0000,0
32.261,-0.2764,0.3122,-0.0000,0.1892,-0.0236,0.1878,-0.0189,0.1502,0.0000,0
32.280,-0.2764,0.3122,-0.0000,0.1892,-0.0236,0.1878,-0.0189,0.1502,0.0000,0
32.300,-0.2767,0.3144,-0.0000,0.1870,-0.0233,0.1856,-0.0179,0.1430,0.0000,0
32.320,-0.2767,0.3144,-0.0000,0.1870,-0.0233,0.1856,-0.0186,0.1485,0.0000,0
32.341,-0.2767,0.3144,-0.0000,0.1870,-0.0233,0.1856,-0.0186,0.1485,0.0000,0
32.361,-0.2767,0.3144,-0.0000,0.1870,-0.0233,0.1856,-0.0186,0.1485,0.0000,0
32.381,-0.2770,0.3166,-0.0000,0.1849,-0.0230,0.1834,-0.0177,0.1413,0.0000,0
32.400,-0.2770,0.3166,-0.0000,0.1849,-0.0230,0.1834,-0.0184,0.1467,0.0000,0
32.420,-0.2770,0.3166,-0.0000,0.1849,-0.0230,0.1834,-0.0184,0.1467,0.0000,0
32.441,-0.2770,0.3166,-0.0000,0.1849,-0.0230,0.1834,-0.0184,0.1467,0.0000,0
32.461,-0.2770,0.3166,-0.0000,0.1849,-0.0230,0.1834,-0.0184,0.1467,0.0000,0
32.480,-0.2770,0.3166,-0.0000,0.1849,-0.0230,0.1834,-0.0184,0.1467,0.0000,0
32.501,-0.2773,0.3187,-0.0000,0.1827,-0.0227,0.1813,-0.0175,0.1396,0.0000,0
32.521,-0.2773,0.3187,-0.0000,0.1827,-0.0227,0.1813,-0.0182,0.1450,0.0000,0
32.541,-0.2774,0.3198,-0.0000,0.1816,-0.0226,0.1802,-0.0177,0.1414,0.0000,0
32.561,-0.2777,0.3219,-0.0000,0.1795,-0.0223,0.1781,-0.0172,0.1372,0.0000,0
32.580,-0.2777,0.3219,-0.0000,0.1795,-0.0223,0.1781,-0.0179,0.1424,0.0000,0
32.601,-0.2777,0.3219,-0.0000,0.1795,-0.0223,0.1781,-0.0179,0.1424,0.0000,0
32.621,-0.2777,0.3219,-0.0000,0.1795,-0.0223,0.1781,-0.0179,0.1424,0.0000,0
32.640,-0.2778,0.3230,-0.0000,0.1784,-0.0222,0.1770,-0.0175,0.1391,0.0000,0
32.661,-0.2780,0.3250,-0.0000,0.1764,-0.0220,0.1750,-0.0169,0.1348,0.0000,0
32.683,-0.2780,0.3250,-0.0000,0.1764,-0.0220,0.1750,-0.0176,0.1400,0.0000,0
32.701,-0.2780,0.3250,-0.0000,0.1764,-0.0220,0.1750,-0.0176,0.1400,0.0000,0
32.720,-0.2780,0.3250,-0.0000,0.1764,-0.0220,0.1750,-0.0176,0.1400,0.0000,0
32.741,-0.2782,0.3260,-0.0000,0.1753,-0.0218,0.1740,-0.0171,0.1366,0.0000,0
32.762,-0.2784,0.3281,-0.0000,0.1732,-0.0216,0.1719,-0.0166,0.1324,0.0000,0
32.781,-0.2787,0.3301,-0.0000,0.1712,-0.0213,0.1699,-0.0164,0.1310,0.0000,0
32.800,-0.2787,0.3301,-0.0000,0.1712,-0.0213,0.1699,-0.0171,0.1359,0.0000,0
32.820,-0.2787,0.3301,-0.0000,0.1712,-0.0213,0.1699,-0.0171,0.1359,0.0000,0
32.841,-0.2787,0.3301,-0.0000,0.1712,-0.0213,0.1699,-0.0171,0.1359,0.0000,0
32.860,-0.2787,0.3301,-0.0000,0.1712,-0.0213,0.1699,-0.0171,0.1359,0.0000,0
32.882,-0.2787,0.3301,-0.0000,0.1712,-0.0213,0.1699,-0.0171,0.1359,0.0000,0
32.900,-0.2788,0.3311,-0.0000,0.1703,-0.0212,0.1689,-0.0167,0.1327,0.0000,0
32.920,-0.2788,0.3311,-0.0000,0.1703,-0.0212,0.1689,-0.0170,0.1352,0.0000,0
32.941,-0.2791,0.3331,-0.0000,0.1682,-0.0209,0.1669,-0.0161,0.1285,0.0000,0
32.960,-0.2791,0.3331,-0.0000,0.1682,-0.0209,0.1669,-0.0168,0.1336,0.0000,0
32.980,-0.2791,0.3331,-0.0000,0.1682,-0.0209,0.1669,-0.0168,0.1336,0.0000,0
33.000,-0.2791,0.3331,-0.0000,0.1682,-0.0209,0.1669,-0.0168,0.1336,0.0000,0
33.020,-0.2791,0.3331,-0.0000,0.1682,-0.0209,0.1669,-0.0168,0.1336,0.0000,0
33.041,-0.2795,0.3370,-0.0000,0.1643,-0.0205,0.1630,-0.0151,0.1206,0.0000,0
33.061,-0.2795,0.3370,-0.0000,0.1643,-0.0205,0.1630,-0.0164,0.1304,0.0000,0
33.080,-0.2795,0.3370,-0.0000,0.1643,-0.0205,0.1630,-0.0164,0.1304,0.0000,0
33.101,-0.2795,0.3370,-0.0000,0.1643,-0.0205,0.1630,-0.0164,0.1304,0.0000,0
33.120,-0.2799,0.3398,-0.0000,0.1614,-0.0201,0.1602,-0.0152,0.1210,0.0000,0
33.142,-0.2799,0.3398,-0.0000,0.1614,-0.0201,0.1602,-0.0161,0.1281,0.0000,0
33.160,-0.2799,0.3398,-0.0000,0.1614,-0.0201,0.1602,-0.0161,0.1281,0.0000,0
33.180,-0.2799,0.3398,-0.0000,0.1614,-0.0201,0.1602,-0.0161,0.1281,0.0000,0
33.202,-0.2799,0.3398,-0.0000,0.1614,-0.0201,0.1602,-0.0161,0.1281,0.0000,0
33.221,-0.2801,0.3417,-0.0000,0.1596,-0.0199,0.1583,-0.0153,0.1220,0.0000,0
33.241,-0.2801,0.3417,-0.0000,0.1596,-0.0199,0.1583,-0.0159,0.1266,0.0000,0
33.261,-0.2801,0.3417,-0.0000,0.1596,-0.0199,0.1583,-0.0159,0.1266,0.0000,0
33.281,-0.2801,0.3417,-0.0000,0.1596,-0.0199,0.1583,-0.0159,0.1266,0.0000,0
33.301,-0.2801,0.3417,-0.0000,0.1596,-0.0199,0.1583,-0.0159,0.1266,0.0000,0
33.321,-0.2801,0.3417,-0.0000,0.1596,-0.0199,0.1583,-0.0159,0.1266,0.0000,0
33.340,-0.2801,0.3417,-0.0000,0.1596,-0.0199,0.1583,-0.0159,0.1266,0.0000,0
33.361,-0.2801,0.3417,-0.0000,0.1596,-0.0199,0.1583,-0.0159,0.1266,0.0000,0
33.381,-0.2801,0.3417,-0.0000,0.1596,-0.0199,0.1583,-0.0159,0.1266,0.0000,0
33.400,-0.2803,0.3426,-0.0000,0.1586,-0.0197,0.1574,-0.0155,0.1235,0.0000,0
33.421,-0.2805,0.3445,-0.0000,0.1567,-0.0195,0.1555,-0.0150,0.1198,0.0000,0
33.441,-0.2807,0.3463,-0.0000,0.1549,-0.0193,0.1537,-0.0149,0.1185,0.0000,0
33.461,-0.2810,0.3489,-0.0000,0.1523,-0.0190,0.1511,-0.0143,0.1142,0.0000,0
33.481,-0.2812,0.3498,-0.0000,0.1514,-0.0188,0.1502,-0.0148,0.1180,0.0000,0
33.500,-0.2812,0.3498,-0.0000,0.1514,-0.0188,0.1502,-0.0151,0.1202,0.0000,0
33.521,-0.2812,0.3498,-0.0000,0.1514,-0.0188,0.1502,-0.0151,0.1202,0.0000,0
33.542,-0.2813,0.3507,-0.0000,0.1505,-0.0187,0.1493,-0.0147,0.1174,0.0000,0
33.560,-0.2814,0.3515,-0.0000,0.1496,-0.0186,0.1485,-0.0146,0.1166,0.0000,0
33.581,-0.2815,0.3524,-0.0000,0.1488,-0.0185,0.1476,-0.0145,0.1159,0.0000,0
33.600,-0.2815,0.3524,-0.0000,0.1488,-0.0185,0.1476,-0.0148,0.1181,0.0000,0
33.621,-0.2815,0.3524,-0.0000,0.1488,-0.0185,0.1476,-0.0148,0.1181,0.0000,0
33.640,-0.2815,0.3524,-0.0000,0.1488,-0.0185,0.1476,-0.0148,0.1181,0.0000,0
33.660,-0.2816,0.3533,-0.0000,0.1479,-0.0184,0.1467,-0.0145,0.1152,0.0000,0
33.680,-0.2817,0.3541,-0.0000,0.1470,-0.0183,0.1459,-0.0144,0.1145,0.0000,0
33.700,-0.2817,0.3541,-0.0000,0.1470,-0.0183,0.1459,-0.0146,0.1167,0.0000,0
33.720,-0.2817,0.3541,-0.0000,0.1470,-0.0183,0.1459,-0.0146,0.1167,0.0000,0
33.741,-0.2818,0.3550,-0.0000,0.1461,-0.0182,0.1450,-0.0143,0.1139,0.0000,0
33.760,-0.2819,0.3559,-0.0000,0.1453,-0.0181,0.1441,-0.0142,0.1132,0.0000,0
33.781,-0.2819,0.3559,-0.0000,0.1453,-0.0181,0.1441,-0.0145,0.1153,0.0000,0
33.800,-0.2821,0.3575,-0.0000,0.1436,-0.0179,0.1425,-0.0138,0.1097,0.0000,0
33.820,-0.2821,0.3575,-0.0000,0.1436,-0.0179,0.1425,-0.0143,0.1140,0.0000,0
33.840,-0.2821,0.3575,-0.0000,0.1436,-0.0179,0.1425,-0.0143,0.1140,0.0000,0
33.861,-0.2821,0.3575,-0.0000,0.1436,-0.0179,0.1425,-0.0143,0.1140,0.0000,0
33.880,-0.2821,0.3575,-0.0000,0.1436,-0.0179,0.1425,-0.0143,0.1140,0.0000,0
33.900,-0.2821,0.3575,-0.0000,0.1436,-0.0179,0.1425,-0.0143,0.1140,0.0000,0
33.920,-0.2822,0.3584,-0.0000,0.1428,-0.0178,0.1416,-0.0140,0.1113,0.0000,0
33.941,-0.2822,0.3584,-0.0000,0.1428,-0.0178,0.1416,-0.0142,0.1133,0.0000,0
33.960,-0.2822,0.3584,-0.0000,0.1428,-0.0178,0.1416,-0.0142,0.1133,0.0000,0
33.980,-0.2823,0.3592,-0.0000,0.1419,-0.0177,0.1408,-0.0139,0.1105,0.0000,0
34.000,-0.2825,0.3608,-0.0000,0.1402,-0.0175,0.1392,-0.0135,0.1072,0.0000,0
34.020,-0.2825,0.3608,-0.0000,0.1402,-0.0175,0.1392,-0.0140,0.1113,0.0000,0
34.040,-0.2825,0.3608,-0.0000,0.1402,-0.0175,0.1392,-0.0140,0.1113,0.0000,0
34.060,-0.2825,0.3608,-0.0000,0.1402,-0.0175,0.1392,-0.0140,0.1113,0.0000,0
34.080,-0.2828,0.3633,-0.0000,0.1378,-0.0172,0.1367,-0.0130,0.1034,0.0000,0
34.101,-0.2828,0.3633,-0.0000,0.1378,-0.0172,0.1367,-0.0137,0.1094,0.0000,0
34.120,-0.2828,0.3633,-0.0000,0.1378,-0.0172,0.1367,-0.0137,0.1094,0.0000,0
34.141,-0.2828,0.3633,-0.0000,0.1378,-0.0172,0.1367,-0.0137,0.1094,0.0000,0
34.161,-0.2831,0.3656,-0.0000,0.1354,-0.0169,0.1344,-0.0127,0.1015,0.0000,0
34.181,-0.2833,0.3672,-0.0000,0.1338,-0.0167,0.1328,-0.0128,0.1023,0.0000,0
34.200,-0.2834,0.3680,-0.0000,0.1331,-0.0166,0.1320,-0.0130,0.1037,0.0000,0
34.220,-0.2834,0.3680,-0.0000,0.1331,-0.0166,0.1320,-0.0133,0.1056,0.0000,0
34.241,-0.2834,0.3680,-0.0000,0.1331,-0.0166,0.1320,-0.0133,0.1056,0.0000,0
34.260,-0.2834,0.3680,-0.0000,0.1331,-0.0166,0.1320,-0.0133,0.1056,0.0000,0
34.280,-0.2834,0.3680,-0.0000,0.1331,-0.0166,0.1320,-0.0133,0.1056,0.0000,0
34.301,-0.2836,0.3695,-0.0000,0.1315,-0.0164,0.1305,-0.0126,0.1006,0.0000,0
34.321,-0.2836,0.3695,-0.0000,0.1315,-0.0164,0.1305,-0.0131,0.1044,0.0000,0
34.341,-0.2836,0.3695,-0.0000,0.1315,-0.0164,0.1305,-0.0131,0.1044,0.0000,0
34.360,-0.2836,0.3695,-0.0000,0.1315,-0.0164,0.1305,-0.0131,0.1044,0.0000,0
34.380,-0.2836,0.3695,-0.0000,0.1315,-0.0164,0.1305,-0.0131,0.1044,0.0000,0
34.400,-0.2836,0.3695,-0.0000,0.1315,-0.0164,0.1305,-0.0131,0.1044,0.0000,0
34.422,-0.2836,0.3695,-0.0000,0.1315,-0.0164,0.1305,-0.0131,0.1044,0.0000,0
34.441,-0.2836,0.3695,-0.0000,0.1315,-0.0164,0.1305,-0.0131,0.1044,0.0000,0
34.461,-0.2836,0.3695,-0.0000,0.1315,-0.0164,0.1305,-0.0131,0.1044,0.0000,0
34.481,-0.2836,0.3695,-0.0000,0.1315,-0.0164,0.1305,-0.0131,0.1044,0.0000,0
34.500,-0.2837,0.3703,-0.0000,0.1308,-0.0163,0.1297,-0.0128,0.1018,0.0000,0
34.521,-0.2839,0.3718,-0.0000,0.1292,-0.0161,0.1282,-0.0124,0.0988,0.0000,0
34.541,-0.2840,0.3725,-0.0000,0.1285,-0.0160,0.1275,-0.0126,0.1002,0.0000,0
34.561,-0.2842,0.3740,-0.0000,0.1270,-0.0158,0.1260,-0.0122,0.0972,0.0000,0
34.580,-0.2844,0.3754,-0.0000,0.1255,-0.0156,0.1246,-0.0120,0.0960,0.0000,0
34.601,-0.2845,0.3761,-0.0000,0.1248,-0.0155,0.1239,-0.0122,0.0973,0.0000,0
34.621,-0.2845,0.3761,-0.0000,0.1248,-0.0155,0.1239,-0.0124,0.0991,0.0000,0
34.641,-0.2845,0.3761,-0.0000,0.1248,-0.0155,0.1239,-0.0124,0.0991,0.0000,0
34.660,-0.2845,0.3761,-0.0000,0.1248,-0.0155,0.1239,-0.0124,0.0991,0.0000,0
34.680,-0.2845,0.3761,-0.0000,0.1248,-0.0155,0.1239,-0.0124,0.0991,0.0000,0
34.700,-0.2845,0.3761,-0.0000,0.1248,-0.0155,0.1239,-0.0124,0.0991,0.0000,0
34.721,-0.2845,0.3768,-0.0000,0.1241,-0.0155,0.1232,-0.0121,0.0967,0.0000,0
34.741,-0.2845,0.3768,-0.0000,0.1241,-0.0155,0.1232,-0.0124,0.0985,0.0000,0
34.761,-0.2845,0.3768,-0.0000,0.1241,-0.0155,0.1232,-0.0124,0.0985,0.0000,0
34.780,-0.2847,0.3783,-0.0000,0.1226,-0.0153,0.1217,-0.0118,0.0937,0.0000,0
34.802,-0.2847,0.3783,-0.0000,0.1226,-0.0153,0.1217,-0.0122,0.0974,0.0000,0
34.820,-0.2849,0.3797,-0.0000,0.1212,-0.0151,0.1203,-0.0116,0.0927,0.0000,0
34.840,-0.2849,0.3797,-0.0000,0.1212,-0.0151,0.1203,-0.0121,0.0962,0.0000,0
34.860,-0.2849,0.3797,-0.0000,0.1212,-0.0151,0.1203,-0.0121,0.0962,0.0000,0
34.880,-0.2849,0.3797,-0.0000,0.1212,-0.0151,0.1203,-0.0121,0.0962,0.0000,0
34.901,-0.2849,0.3797,-0.0000,0.1212,-0.0151,0.1203,-0.0121,0.0962,0.0000,0
34.920,-0.2851,0.3811,-0.0000,0.1198,-0.0149,0.1189,-0.0115,0.0916,0.0000,0
34.940,-0.2851,0.3811,-0.0000,0.1198,-0.0149,0.1189,-0.0119,0.0951,0.0000,0
34.961,-0.2851,0.3811,-0.0000,0.1198,-0.0149,0.1189,-0.0119,0.0951,0.0000,0
34.980,-0.2853,0.3825,-0.0000,0.1184,-0.0147,0.1175,-0.0114,0.0906,0.0000,0
35.000,-0.2853,0.3825,-0.0000,0.1184,-0.0147,0.1175,-0.0118,0.0940,0.0000,0
35.022,-0.2853,0.3825,-0.0000,0.1184,-0.0147,0.1175,-0.0118,0.0940,0.0000,0
35.040,-0.2853,0.3825,-0.0000,0.1184,-0.0147,0.1175,-0.0118,0.0940,0.0000,0
35.060,-0.2853,0.3825,-0.0000,0.1184,-0.0147,0.1175,-0.0118,0.0940,0.0000,0
35.081,-0.2853,0.3825,-0.0000,0.1184,-0.0147,0.1175,-0.0118,0.0940,0.0000,0
35.102,-0.2854,0.3839,-0.0000,0.1170,-0.0146,0.1161,-0.0112,0.0894,0.0000,0
35.121,-0.2854,0.3839,-0.0000,0.1170,-0.0146,0.1161,-0.0117,0.0929,0.0000,0
35.141,-0.2857,0.3860,-0.0000,0.1149,-0.0143,0.1140,-0.0108,0.0860,0.0000,0
35.160,-0.2857,0.3860,-0.0000,0.1149,-0.0143,0.1140,-0.0114,0.0912,0.0000,0
35.181,-0.2857,0.3860,-0.0000,0.1149,-0.0143,0.1140,-0.0114,0.0912,0.0000,0
35.200,-0.2857,0.3860,-0.0000,0.1149,-0.0143,0.1140,-0.0114,0.0912,0.0000,0
35.220,-0.2859,0.3873,-0.0000,0.1136,-0.0141,0.1127,-0.0109,0.0869,0.0000,0
35.241,-0.2859,0.3879,-0.0000,0.1129,-0.0141,0.1121,-0.0110,0.0880,0.0000,0
35.262,-0.2859,0.3879,-0.0000,0.1129,-0.0141,0.1121,-0.0113,0.0897,0.0000,0
35.281,-0.2859,0.3879,-0.0000,0.1129,-0.0141,0.1121,-0.0113,0.0897,0.0000,0
35.300,-0.2859,0.3879,-0.0000,0.1129,-0.0141,0.1121,-0.0113,0.0897,0.0000,0
35.320,-0.2861,0.3892,-0.0000,0.1117,-0.0139,0.1108,-0.0107,0.0854,0.0000,0
35.341,-0.2863,0.3905,-0.0000,0.1103,-0.0137,0.1095,-0.0106,0.0844,0.0000,0
35.360,-0.2864,0.3918,-0.0000,0.1091,-0.0136,0.1082,-0.0105,0.0835,0.0000,0
35.380,-0.2864,0.3918,-0.0000,0.1091,-0.0136,0.1082,-0.0109,0.0866,0.0000,0
35.400,-0.2864,0.3918,-0.0000,0.1091,-0.0136,0.1082,-0.0109,0.0866,0.0000,0
35.420,-0.2864,0.3918,-0.0000,0.1091,-0.0136,0.1082,-0.0109,0.0866,0.0000,0
35.440,-0.2864,0.3918,-0.0000,0.1091,-0.0136,0.1082,-0.0109,0.0866,0.0000,0
35.461,-0.2864,0.3918,-0.0000,0.1091,-0.0136,0.1082,-0.0109,0.0866,0.0000,0
35.480,-0.2866,0.3930,-0.0000,0.1078,-0.0134,0.1070,-0.0104,0.0825,0.0000,0
35.500,-0.2866,0.3930,-0.0000,0.1078,-0.0134,0.1070,-0.0107,0.0856,0.0000,0
35.520,-0.2866,0.3930,-0.0000,0.1078,-0.0134,0.1070,-0.0107,0.0856,0.0000,0
35.540,-0.2866,0.3930,-0.0000,0.1078,-0.0134,0.1070,-0.0107,0.0856,0.0000,0
35.560,-0.2866,0.3930,-0.0000,0.1078,-0.0134,0.1070,-0.0107,0.0856,0.0000,0
35.580,-0.2867,0.3943,-0.0000,0.1066,-0.0133,0.1057,-0.0102,0.0814,0.0000,0
35.600,-0.2867,0.3943,-0.0000,0.1066,-0.0133,0.1057,-0.0106,0.0846,0.0000,0
35.621,-0.2868,0.3949,-0.0000,0.1059,-0.0132,0.1051,-0.0104,0.0826,0.0000,0
35.642,-0.2870,0.3961,-0.0000,0.1047,-0.0130,0.1039,-0.0100,0.0800,0.0000,0
35.661,-0.2870,0.3961,-0.0000,0.1047,-0.0130,0.1039,-0.0104,0.0831,0.0000,0
35.681,-0.2870,0.3961,-0.0000,0.1047,-0.0130,0.1039,-0.0104,0.0831,0.0000,0
35.700,-0.2871,0.3973,-0.0000,0.1035,-0.0129,0.1027,-0.0099,0.0791,0.0000,0
35.721,-0.2871,0.3973,-0.0000,0.1035,-0.0129,0.1027,-0.0103,0.0821,0.0000,0
35.741,-0.2873,0.3985,-0.0000,0.1023,-0.0127,0.1015,-0.0098,0.0782,0.0000,0
35.761,-0.2873,0.3991,-0.0000,0.1017,-0.0127,0.1009,-0.0099,0.0792,0.0000,0
35.781,-0.2873,0.3991,-0.0000,0.1017,-0.0127,0.1009,-0.0101,0.0807,0.0000,0
35.801,-0.2873,0.3991,-0.0000,0.1017,-0.0127,0.1009,-0.0101,0.0807,0.0000,0
35.820,-0.2874,0.3997,-0.0000,0.1011,-0.0126,0.1003,-0.0099,0.0788,0.0000,0
35.841,-0.2874,0.3997,-0.0000,0.1011,-0.0126,0.1003,-0.0101,0.0802,0.0000,0
35.861,-0.2874,0.3997,-0.0000,0.1011,-0.0126,0.1003,-0.0101,0.0802,0.0000,0
35.882,-0.2874,0.3997,-0.0000,0.1011,-0.0126,0.1003,-0.0101,0.0802,0.0000,0
35.901,-0.2875,0.4003,-0.0000,0.1005,-0.0125,0.0997,-0.0098,0.0783,0.0000,0
