t,x,y,theta,rho,ex_w,ey_w,vx,vy,w,reached
2.971,0.4091,0.0091,-0.0000,1.0132,0.0909,-1.0091,0.0687,-0.2404,0.0000,0
2.990,0.4096,0.0073,-0.0000,1.0114,0.0904,-1.0073,0.0683,-0.2405,0.0000,0
3.010,0.4096,0.0073,-0.0000,1.0114,0.0904,-1.0073,0.0695,-0.2402,0.0000,0
3.030,0.4101,0.0056,-0.0000,1.0096,0.0899,-1.0056,0.0680,-0.2406,0.0000,0
3.050,0.4101,0.0056,-0.0000,1.0096,0.0899,-1.0056,0.0691,-0.2403,0.0000,0
3.070,0.4106,0.0038,-0.0000,1.0078,0.0894,-1.0038,0.0676,-0.2407,0.0000,0
3.090,0.4106,0.0038,-0.0000,1.0078,0.0894,-1.0038,0.0688,-0.2404,0.0000,0
3.111,0.4106,0.0038,-0.0000,1.0078,0.0894,-1.0038,0.0688,-0.2404,0.0000,0
3.130,0.4111,0.0020,-0.0000,1.0059,0.0889,-1.0020,0.0673,-0.2408,0.0000,0
3.150,0.4111,0.0020,-0.0000,1.0059,0.0889,-1.0020,0.0684,-0.2405,0.0000,0
3.171,0.4111,0.0020,-0.0000,1.0059,0.0889,-1.0020,0.0684,-0.2405,0.0000,0
3.190,0.4116,0.0002,-0.0000,1.0041,0.0884,-1.0002,0.0669,-0.2409,0.0000,0
3.210,0.4121,-0.0015,-0.0000,1.0023,0.0879,-0.9985,0.0665,-0.2410,0.0000,0
3.230,0.4121,-0.0015,-0.0000,1.0023,0.0879,-0.9985,0.0677,-0.2407,0.0000,0
3.252,0.4121,-0.0015,-0.0000,1.0023,0.0879,-0.9985,0.0677,-0.2407,0.0000,0
3.270,0.4121,-0.0015,-0.0000,1.0023,0.0879,-0.9985,0.0677,-0.2407,0.0000,0
3.290,0.4126,-0.0033,-0.0000,1.0005,0.0874,-0.9967,0.0662,-0.2411,0.0000,0
3.310,0.4126,-0.0033,-0.0000,1.0005,0.0874,-0.9967,0.0673,-0.2408,0.0000,0
3.330,0.4126,-0.0033,-0.0000,1.0005,0.0874,-0.9967,0.0673,-0.2408,0.0000,0
3.351,0.4126,-0.0033,-0.0000,1.0005,0.0874,-0.9967,0.0673,-0.2408,0.0000,0
3.370,0.4131,-0.0051,-0.0000,0.9987,0.0869,-0.9949,0.0658,-0.2412,0.0000,0
3.390,0.4136,-0.0069,-0.0000,0.9969,0.0864,-0.9931,0.0655,-0.2413,0.0000,0
3.410,0.4136,-0.0069,-0.0000,0.9969,0.0864,-0.9931,0.0666,-0.2410,0.0000,0
3.430,0.4136,-0.0069,-0.0000,0.9969,0.0864,-0.9931,0.0666,-0.2410,0.0000,0
3.450,0.4136,-0.0069,-0.0000,0.9969,0.0864,-0.9931,0.0666,-0.2410,0.0000,0
3.470,0.4136,-0.0069,-0.0000,0.9969,0.0864,-0.9931,0.0666,-0.2410,0.0000,0
3.491,0.4136,-0.0069,-0.0000,0.9969,0.0864,-0.9931,0.0666,-0.2410,0.0000,0
3.510,0.4141,-0.0087,-0.0000,0.9951,0.0859,-0.9913,0.0652,-0.2414,0.0000,0
3.530,0.4141,-0.0087,-0.0000,0.9951,0.0859,-0.9913,0.0663,-0.2411,0.0000,0
3.550,0.4141,-0.0087,-0.0000,0.9951,0.0859,-0.9913,0.0663,-0.2411,0.0000,0
3.571,0.4146,-0.0104,-0.0000,0.9932,0.0854,-0.9896,0.0648,-0.2415,0.0000,0
3.590,0.4151,-0.0122,-0.0000,0.9914,0.0849,-0.9878,0.0645,-0.2415,0.0000,0
3.610,0.4151,-0.0122,-0.0000,0.9914,0.0849,-0.9878,0.0656,-0.2413,0.0000,0
3.630,0.4151,-0.0122,-0.0000,0.9914,0.0849,-0.9878,0.0656,-0.2413,0.0000,0
3.650,0.4151,-0.0122,-0.0000,0.9914,0.0849,-0.9878,0.0656,-0.2413,0.0000,0
3.670,0.4156,-0.0140,-0.0000,0.9896,0.0844,-0.9860,0.0641,-0.2416,0.0000,0
3.690,0.4156,-0.0140,-0.0000,0.9896,0.0844,-0.9860,0.0652,-0.2413,0.0000,0
3.710,0.4156,-0.0140,-0.0000,0.9896,0.0844,-0.9860,0.0652,-0.2413,0.0000,0
3.732,0.4156,-0.0140,-0.0000,0.9896,0.0844,-0.9860,0.0652,-0.2413,0.0000,0
3.750,0.4161,-0.0158,-0.0000,0.9878,0.0839,-0.9842,0.0638,-0.2417,0.0000,0
3.770,0.4165,-0.0176,-0.0000,0.9860,0.0835,-0.9824,0.0634,-0.2418,0.0000,0
3.790,0.4165,-0.0176,-0.0000,0.9860,0.0835,-0.9824,0.0645,-0.2415,0.0000,0
3.811,0.4165,-0.0176,-0.0000,0.9860,0.0835,-0.9824,0.0645,-0.2415,0.0000,0
3.830,0.4170,-0.0193,-0.0000,0.9842,0.0830,-0.9807,0.0631,-0.2419,0.0000,0
3.850,0.4175,-0.0211,-0.0000,0.9823,0.0825,-0.9789,0.0628,-0.2420,0.0000,0
3.871,0.4175,-0.0211,-0.0000,0.9823,0.0825,-0.9789,0.0638,-0.2417,0.0000,0
3.890,0.4175,-0.0211,-0.0000,0.9823,0.0825,-0.9789,0.0638,-0.2417,0.0000,0
3.910,0.4175,-0.0211,-0.0000,0.9823,0.0825,-0.9789,0.0638,-0.2417,0.0000,0
3.930,0.4175,-0.0211,-0.0000,0.9823,0.0825,-0.9789,0.0638,-0.2417,0.0000,0
3.951,0.4175,-0.0211,-0.0000,0.9823,0.0825,-0.9789,0.0638,-0.2417,0.0000,0
3.970,0.4179,-0.0229,-0.0000,0.9805,0.0821,-0.9771,0.0624,-0.2421,0.0000,0
3.990,0.4179,-0.0229,-0.0000,0.9805,0.0821,-0.9771,0.0635,-0.2418,0.0000,0
4.010,0.4179,-0.0229,-0.0000,0.9805,0.0821,-0.9771,0.0635,-0.2418,0.0000,0
4.030,0.4184,-0.0247,-0.0000,0.9787,0.0816,-0.9753,0.0621,-0.2422,0.0000,0
4.050,0.4189,-0.0265,-0.0000,0.9769,0.0811,-0.9735,0.0617,-0.2423,0.0000,0
4.070,0.4189,-0.0265,-0.0000,0.9769,0.0811,-0.9735,0.0628,-0.2420,0.0000,0
4.091,0.4189,-0.0265,-0.0000,0.9769,0.0811,-0.9735,0.0628,-0.2420,0.0000,0
4.110,0.4198,-0.0301,-0.0000,0.9732,0.0802,-0.9699,0.0600,-0.2427,0.0000,0
4.130,0.4203,-0.0319,-0.0000,0.9714,0.0797,-0.9681,0.0608,-0.2425,0.0000,0
4.150,0.4203,-0.0319,-0.0000,0.9714,0.0797,-0.9681,0.0618,-0.2422,0.0000,0
4.172,0.4203,-0.0319,-0.0000,0.9714,0.0797,-0.9681,0.0618,-0.2422,0.0000,0
4.191,0.4207,-0.0336,-0.0000,0.9696,0.0793,-0.9664,0.0605,-0.2426,0.0000,0
4.210,0.4216,-0.0372,-0.0000,0.9660,0.0784,-0.9628,0.0588,-0.2430,0.0000,0
4.230,0.4216,-0.0372,-0.0000,0.9660,0.0784,-0.9628,0.0608,-0.2425,0.0000,0
4.250,0.4216,-0.0372,-0.0000,0.9660,0.0784,-0.9628,0.0608,-0.2425,0.0000,0
4.270,0.4216,-0.0372,-0.0000,0.9660,0.0784,-0.9628,0.0608,-0.2425,0.0000,0
4.290,0.4220,-0.0390,-0.0000,0.9641,0.0780,-0.9610,0.0595,-0.2428,0.0000,0
4.310,0.4220,-0.0390,-0.0000,0.9641,0.0780,-0.9610,0.0605,-0.2426,0.0000,0
4.330,0.4220,-0.0390,-0.0000,0.9641,0.0780,-0.9610,0.0605,-0.2426,0.0000,0
4.351,0.4220,-0.0390,-0.0000,0.9641,0.0780,-0.9610,0.0605,-0.2426,0.0000,0
4.370,0.4220,-0.0390,-0.0000,0.9641,0.0780,-0.9610,0.0605,-0.2426,0.0000,0
4.390,0.4220,-0.0390,-0.0000,0.9641,0.0780,-0.9610,0.0605,-0.2426,0.0000,0
4.410,0.4220,-0.0390,-0.0000,0.9641,0.0780,-0.9610,0.0605,-0.2426,0.0000,0
4.432,0.4220,-0.0390,-0.0000,0.9641,0.0780,-0.9610,0.0605,-0.2426,0.0000,0
4.450,0.4220,-0.0390,-0.0000,0.9641,0.0780,-0.9610,0.0605,-0.2426,0.0000,0
4.470,0.4220,-0.0390,-0.0000,0.9641,0.0780,-0.9610,0.0605,-0.2426,0.0000,0
4.490,0.4220,-0.0390,-0.0000,0.9641,0.0780,-0.9610,0.0605,-0.2426,0.0000,0
4.510,0.4220,-0.0390,-0.0000,0.9641,0.0780,-0.9610,0.0605,-0.2426,0.0000,0
4.531,0.4220,-0.0390,-0.0000,0.9641,0.0780,-0.9610,0.0605,-0.2426,0.0000,0
4.550,0.4229,-0.0426,-0.0000,0.9605,0.0771,-0.9574,0.0578,-0.2432,0.0000,0
4.570,0.4238,-0.0462,-0.0000,0.9568,0.0762,-0.9538,0.0572,-0.2434,0.0000,0
4.590,0.4238,-0.0462,-0.0000,0.9568,0.0762,-0.9538,0.0592,-0.2429,0.0000,0
4.610,0.4238,-0.0462,-0.0000,0.9568,0.0762,-0.9538,0.0592,-0.2429,0.0000,0
4.630,0.4238,-0.0462,-0.0000,0.9568,0.0762,-0.9538,0.0592,-0.2429,0.0000,0
4.650,0.4238,-0.0462,-0.0000,0.9568,0.0762,-0.9538,0.0592,-0.2429,0.0000,0
4.670,0.4251,-0.0516,-0.0000,0.9514,0.0749,-0.9484,0.0553,-0.2438,0.0000,0
4.691,0.4259,-0.0552,-0.0000,0.9477,0.0741,-0.9448,0.0557,-0.2437,0.0000,0
4.710,0.4267,-0.0588,-0.0000,0.9441,0.0733,-0.9412,0.0552,-0.2438,0.0000,0
4.730,0.4272,-0.0606,-0.0000,0.9422,0.0728,-0.9394,0.0558,-0.2437,0.0000,0
4.750,0.4280,-0.0642,-0.0000,0.9386,0.0720,-0.9358,0.0543,-0.2440,0.0000,0
4.772,0.4284,-0.0660,-0.0000,0.9368,0.0716,-0.9340,0.0549,-0.2439,0.0000,0
4.790,0.4284,-0.0660,-0.0000,0.9368,0.0716,-0.9340,0.0558,-0.2437,0.0000,0
4.810,0.4284,-0.0660,-0.0000,0.9368,0.0716,-0.9340,0.0558,-0.2437,0.0000,0
4.830,0.4288,-0.0678,-0.0000,0.9349,0.0712,-0.9322,0.0546,-0.2440,0.0000,0
4.850,0.4292,-0.0696,-0.0000,0.9331,0.0708,-0.9304,0.0543,-0.2440,0.0000,0
4.870,0.4296,-0.0714,-0.0000,0.9313,0.0704,-0.9286,0.0540,-0.2441,0.0000,0
4.890,0.4296,-0.0714,-0.0000,0.9313,0.0704,-0.9286,0.0549,-0.2439,0.0000,0
4.910,0.4296,-0.0714,-0.0000,0.9313,0.0704,-0.9286,0.0549,-0.2439,0.0000,0
4.930,0.4296,-0.0714,-0.0000,0.9313,0.0704,-0.9286,0.0549,-0.2439,0.0000,0
4.950,0.4296,-0.0714,-0.0000,0.9313,0.0704,-0.9286,0.0549,-0.2439,0.0000,0
4.970,0.4296,-0.0714,-0.0000,0.9313,0.0704,-0.9286,0.0549,-0.2439,0.0000,0
4.991,0.4296,-0.0714,-0.0000,0.9313,0.0704,-0.9286,0.0549,-0.2439,0.0000,0
5.010,0.4300,-0.0732,-0.0000,0.9295,0.0700,-0.9268,0.0537,-0.2442,0.0000,0
5.030,0.4304,-0.0750,-0.0000,0.9276,0.0696,-0.9250,0.0534,-0.2442,0.0000,0
5.050,0.4308,-0.0768,-0.0000,0.9258,0.0692,-0.9232,0.0531,-0.2443,0.0000,0
5.070,0.4316,-0.0804,-0.0000,0.9221,0.0684,-0.9196,0.0516,-0.2446,0.0000,0
5.091,0.4316,-0.0804,-0.0000,0.9221,0.0684,-0.9196,0.0535,-0.2442,0.0000,0
5.110,0.4316,-0.0804,-0.0000,0.9221,0.0684,-0.9196,0.0535,-0.2442,0.0000,0
5.130,0.4316,-0.0804,-0.0000,0.9221,0.0684,-0.9196,0.0535,-0.2442,0.0000,0
5.151,0.4316,-0.0804,-0.0000,0.9221,0.0684,-0.9196,0.0535,-0.2442,0.0000,0
5.172,0.4320,-0.0822,-0.0000,0.9203,0.0680,-0.9178,0.0523,-0.2445,0.0000,0
5.191,0.4324,-0.0840,-0.0000,0.9185,0.0676,-0.9160,0.0520,-0.2445,0.0000,0
5.210,0.4328,-0.0858,-0.0000,0.9167,0.0672,-0.9142,0.0517,-0.2446,0.0000,0
5.230,0.4328,-0.0858,-0.0000,0.9167,0.0672,-0.9142,0.0526,-0.2444,0.0000,0
5.250,0.4328,-0.0858,-0.0000,0.9167,0.0672,-0.9142,0.0526,-0.2444,0.0000,0
5.270,0.4328,-0.0858,-0.0000,0.9167,0.0672,-0.9142,0.0526,-0.2444,0.0000,0
5.290,0.4328,-0.0858,-0.0000,0.9167,0.0672,-0.9142,0.0526,-0.2444,0.0000,0
5.311,0.4328,-0.0858,-0.0000,0.9167,0.0672,-0.9142,0.0526,-0.2444,0.0000,0
5.331,0.4335,-0.0894,-0.0000,0.9130,0.0665,-0.9106,0.0502,-0.2449,0.0000,0
5.350,0.4335,-0.0894,-0.0000,0.9130,0.0665,-0.9106,0.0520,-0.2445,0.0000,0
5.370,0.4343,-0.0930,-0.0000,0.9093,0.0657,-0.9070,0.0497,-0.2450,0.0000,0
5.390,0.4343,-0.0930,-0.0000,0.9093,0.0657,-0.9070,0.0515,-0.2446,0.0000,0
5.410,0.4343,-0.0930,-0.0000,0.9093,0.0657,-0.9070,0.0515,-0.2446,0.0000,0
5.430,0.4350,-0.0966,-0.0000,0.9057,0.0650,-0.9034,0.0491,-0.2451,0.0000,0
5.450,0.4358,-0.1003,-0.0000,0.9020,0.0642,-0.8997,0.0486,-0.2452,0.0000,0
5.470,0.4358,-0.1003,-0.0000,0.9020,0.0642,-0.8997,0.0503,-0.2449,0.0000,0
5.490,0.4358,-0.1003,-0.0000,0.9020,0.0642,-0.8997,0.0503,-0.2449,0.0000,0
5.510,0.4358,-0.1003,-0.0000,0.9020,0.0642,-0.8997,0.0503,-0.2449,0.0000,0
5.530,0.4358,-0.1003,-0.0000,0.9020,0.0642,-0.8997,0.0503,-0.2449,0.0000,0
5.551,0.4358,-0.1003,-0.0000,0.9020,0.0642,-0.8997,0.0503,-0.2449,0.0000,0
5.571,0.4361,-0.1021,-0.0000,0.9002,0.0639,-0.8979,0.0492,-0.2451,0.0000,0
5.590,0.4361,-0.1021,-0.0000,0.9002,0.0639,-0.8979,0.0501,-0.2449,0.0000,0
5.610,0.4361,-0.1021,-0.0000,0.9002,0.0639,-0.8979,0.0501,-0.2449,0.0000,0
5.630,0.4361,-0.1021,-0.0000,0.9002,0.0639,-0.8979,0.0501,-0.2449,0.0000,0
5.650,0.4365,-0.1039,-0.0000,0.8984,0.0635,-0.8961,0.0489,-0.2452,0.0000,0
5.670,0.4369,-0.1057,-0.0000,0.8965,0.0631,-0.8943,0.0486,-0.2452,0.0000,0
5.690,0.4369,-0.1057,-0.0000,0.8965,0.0631,-0.8943,0.0495,-0.2450,0.0000,0
5.710,0.4369,-0.1057,-0.0000,0.8965,0.0631,-0.8943,0.0495,-0.2450,0.0000,0
5.730,0.4376,-0.1093,-0.0000,0.8929,0.0624,-0.8907,0.0472,-0.2455,0.0000,0
5.750,0.4376,-0.1093,-0.0000,0.8929,0.0624,-0.8907,0.0490,-0.2452,0.0000,0
5.771,0.4376,-0.1093,-0.0000,0.8929,0.0624,-0.8907,0.0490,-0.2452,0.0000,0
5.790,0.4383,-0.1129,-0.0000,0.8892,0.0617,-0.8871,0.0467,-0.2456,0.0000,0
5.810,0.4383,-0.1129,-0.0000,0.8892,0.0617,-0.8871,0.0484,-0.2453,0.0000,0
5.830,0.4383,-0.1129,-0.0000,0.8892,0.0617,-0.8871,0.0484,-0.2453,0.0000,0
5.850,0.4390,-0.1166,-0.0000,0.8855,0.0610,-0.8834,0.0462,-0.2457,0.0000,0
5.870,0.4390,-0.1166,-0.0000,0.8855,0.0610,-0.8834,0.0479,-0.2454,0.0000,0
5.890,0.4390,-0.1166,-0.0000,0.8855,0.0610,-0.8834,0.0479,-0.2454,0.0000,0
5.910,0.4390,-0.1166,-0.0000,0.8855,0.0610,-0.8834,0.0479,-0.2454,0.0000,0
5.930,0.4390,-0.1166,-0.0000,0.8855,0.0610,-0.8834,0.0479,-0.2454,0.0000,0
5.950,0.4390,-0.1166,-0.0000,0.8855,0.0610,-0.8834,0.0479,-0.2454,0.0000,0
5.970,0.4397,-0.1202,-0.0000,0.8819,0.0603,-0.8798,0.0457,-0.2458,0.0000,0
5.992,0.4397,-0.1202,-0.0000,0.8819,0.0603,-0.8798,0.0473,-0.2455,0.0000,0
6.010,0.4404,-0.1238,-0.0000,0.8782,0.0596,-0.8762,0.0451,-0.2459,0.0000,0
6.030,0.4411,-0.1274,-0.0000,0.8745,0.0589,-0.8726,0.0447,-0.2460,0.0000,0
6.050,0.4411,-0.1274,-0.0000,0.8745,0.0589,-0.8726,0.0463,-0.2457,0.0000,0
6.071,0.4411,-0.1274,-0.0000,0.8745,0.0589,-0.8726,0.0463,-0.2457,0.0000,0
6.091,0.4411,-0.1274,-0.0000,0.8745,0.0589,-0.8726,0.0463,-0.2457,0.0000,0
6.110,0.4418,-0.1311,-0.0000,0.8709,0.0582,-0.8689,0.0442,-0.2461,0.0000,0
6.130,0.4418,-0.1311,-0.0000,0.8709,0.0582,-0.8689,0.0458,-0.2458,0.0000,0
6.151,0.4418,-0.1311,-0.0000,0.8709,0.0582,-0.8689,0.0458,-0.2458,0.0000,0
6.170,0.4418,-0.1311,-0.0000,0.8709,0.0582,-0.8689,0.0458,-0.2458,0.0000,0
6.190,0.4425,-0.1347,-0.0000,0.8672,0.0575,-0.8653,0.0437,-0.2462,0.0000,0
6.210,0.4431,-0.1383,-0.0000,0.8635,0.0569,-0.8617,0.0432,-0.2462,0.0000,0
6.232,0.4431,-0.1383,-0.0000,0.8635,0.0569,-0.8617,0.0448,-0.2460,0.0000,0
6.250,0.4434,-0.1401,-0.0000,0.8617,0.0566,-0.8599,0.0438,-0.2461,0.0000,0
6.270,0.4438,-0.1420,-0.0000,0.8599,0.0562,-0.8580,0.0435,-0.2462,0.0000,0
6.290,0.4438,-0.1420,-0.0000,0.8599,0.0562,-0.8580,0.0443,-0.2460,0.0000,0
6.310,0.4438,-0.1420,-0.0000,0.8599,0.0562,-0.8580,0.0443,-0.2460,0.0000,0
6.330,0.4438,-0.1420,-0.0000,0.8599,0.0562,-0.8580,0.0443,-0.2460,0.0000,0
6.350,0.4441,-0.1438,-0.0000,0.8580,0.0559,-0.8562,0.0433,-0.2462,0.0000,0
6.370,0.4441,-0.1438,-0.0000,0.8580,0.0559,-0.8562,0.0440,-0.2461,0.0000,0
6.392,0.4441,-0.1438,-0.0000,0.8580,0.0559,-0.8562,0.0440,-0.2461,0.0000,0
6.410,0.4447,-0.1474,-0.0000,0.8544,0.0553,-0.8526,0.0420,-0.2465,0.0000,0
6.430,0.4447,-0.1474,-0.0000,0.8544,0.0553,-0.8526,0.0435,-0.2462,0.0000,0
6.450,0.4447,-0.1474,-0.0000,0.8544,0.0553,-0.8526,0.0435,-0.2462,0.0000,0
6.472,0.4447,-0.1474,-0.0000,0.8544,0.0553,-0.8526,0.0435,-0.2462,0.0000,0
6.490,0.4447,-0.1474,-0.0000,0.8544,0.0553,-0.8526,0.0435,-0.2462,0.0000,0
6.510,0.4447,-0.1474,-0.0000,0.8544,0.0553,-0.8526,0.0435,-0.2462,0.0000,0
6.530,0.4454,-0.1511,-0.0000,0.8507,0.0546,-0.8489,0.0415,-0.2465,0.0000,0
6.550,0.4454,-0.1511,-0.0000,0.8507,0.0546,-0.8489,0.0431,-0.2463,0.0000,0
6.570,0.4454,-0.1511,-0.0000,0.8507,0.0546,-0.8489,0.0431,-0.2463,0.0000,0
6.592,0.4454,-0.1511,-0.0000,0.8507,0.0546,-0.8489,0.0431,-0.2463,0.0000,0
6.610,0.4460,-0.1547,-0.0000,0.8470,0.0540,-0.8453,0.0410,-0.2466,0.0000,0
6.631,0.4460,-0.1547,-0.0000,0.8470,0.0540,-0.8453,0.0426,-0.2464,0.0000,0
6.650,0.4460,-0.1547,-0.0000,0.8470,0.0540,-0.8453,0.0426,-0.2464,0.0000,0
6.670,0.4460,-0.1547,-0.0000,0.8470,0.0540,-0.8453,0.0426,-0.2464,0.0000,0
6.690,0.4460,-0.1547,-0.0000,0.8470,0.0540,-0.8453,0.0426,-0.2464,0.0000,0
6.710,0.4460,-0.1547,-0.0000,0.8470,0.0540,-0.8453,0.0426,-0.2464,0.0000,0
6.730,0.4460,-0.1547,-0.0000,0.8470,0.0540,-0.8453,0.0426,-0.2464,0.0000,0
