t,x,y,theta,rho,ex_w,ey_w,vx,vy,w,reached
6.751,0.4460,-0.1547,-0.0000,0.8470,0.0540,-0.8453,0.0426,-0.2464,0.0000,0
6.770,0.4460,-0.1547,-0.0000,0.8470,0.0540,-0.8453,0.0426,-0.2464,0.0000,0
6.790,0.4460,-0.1547,-0.0000,0.8470,0.0540,-0.8453,0.0426,-0.2464,0.0000,0
6.810,0.4460,-0.1547,-0.0000,0.8470,0.0540,-0.8453,0.0426,-0.2464,0.0000,0
6.830,0.4460,-0.1547,-0.0000,0.8470,0.0540,-0.8453,0.0426,-0.2464,0.0000,0
6.850,0.4470,-0.1601,-0.0000,0.8415,0.0530,-0.8399,0.0395,-0.2469,0.0000,0
6.871,0.4476,-0.1638,-0.0000,0.8379,0.0524,-0.8362,0.0399,-0.2468,0.0000,0
6.890,0.4482,-0.1674,-0.0000,0.8342,0.0518,-0.8326,0.0395,-0.2469,0.0000,0
6.911,0.4487,-0.1711,-0.0000,0.8305,0.0513,-0.8289,0.0391,-0.2469,0.0000,0
6.931,0.4487,-0.1711,-0.0000,0.8305,0.0513,-0.8289,0.0405,-0.2467,0.0000,0
6.950,0.4487,-0.1711,-0.0000,0.8305,0.0513,-0.8289,0.0405,-0.2467,0.0000,0
6.970,0.4487,-0.1711,-0.0000,0.8305,0.0513,-0.8289,0.0405,-0.2467,0.0000,0
6.990,0.4487,-0.1711,-0.0000,0.8305,0.0513,-0.8289,0.0405,-0.2467,0.0000,0
7.012,0.4487,-0.1711,-0.0000,0.8305,0.0513,-0.8289,0.0405,-0.2467,0.0000,0
7.030,0.4487,-0.1711,-0.0000,0.8305,0.0513,-0.8289,0.0405,-0.2467,0.0000,0
7.050,0.4487,-0.1711,-0.0000,0.8305,0.0513,-0.8289,0.0405,-0.2467,0.0000,0
7.070,0.4487,-0.1711,-0.0000,0.8305,0.0513,-0.8289,0.0405,-0.2467,0.0000,0
7.090,0.4487,-0.1711,-0.0000,0.8305,0.0513,-0.8289,0.0405,-0.2467,0.0000,0
7.112,0.4487,-0.1711,-0.0000,0.8305,0.0513,-0.8289,0.0405,-0.2467,0.0000,0
7.130,0.4487,-0.1711,-0.0000,0.8305,0.0513,-0.8289,0.0405,-0.2467,0.0000,0
7.151,0.4487,-0.1711,-0.0000,0.8305,0.0513,-0.8289,0.0405,-0.2467,0.0000,0
7.171,0.4490,-0.1729,-0.0000,0.8287,0.0510,-0.8271,0.0395,-0.2469,0.0000,0
7.190,0.4493,-0.1747,-0.0000,0.8268,0.0507,-0.8253,0.0393,-0.2469,0.0000,0
7.210,0.4499,-0.1784,-0.0000,0.8232,0.0501,-0.8216,0.0381,-0.2471,0.0000,0
7.230,0.4505,-0.1820,-0.0000,0.8195,0.0495,-0.8180,0.0377,-0.2471,0.0000,0
7.252,0.4508,-0.1838,-0.0000,0.8176,0.0492,-0.8162,0.0382,-0.2471,0.0000,0
7.270,0.4511,-0.1857,-0.0000,0.8158,0.0489,-0.8143,0.0380,-0.2471,0.0000,0
7.290,0.4511,-0.1857,-0.0000,0.8158,0.0489,-0.8143,0.0387,-0.2470,0.0000,0
7.310,0.4513,-0.1875,-0.0000,0.8140,0.0487,-0.8125,0.0378,-0.2471,0.0000,0
7.330,0.4519,-0.1911,-0.0000,0.8103,0.0481,-0.8089,0.0367,-0.2473,0.0000,0
7.350,0.4519,-0.1911,-0.0000,0.8103,0.0481,-0.8089,0.0380,-0.2471,0.0000,0
7.370,0.4522,-0.1930,-0.0000,0.8085,0.0478,-0.8070,0.0372,-0.2472,0.0000,0
7.390,0.4525,-0.1948,-0.0000,0.8066,0.0475,-0.8052,0.0369,-0.2473,0.0000,0
7.411,0.4525,-0.1948,-0.0000,0.8066,0.0475,-0.8052,0.0376,-0.2472,0.0000,0
7.430,0.4527,-0.1966,-0.0000,0.8048,0.0473,-0.8034,0.0367,-0.2473,0.0000,0
7.450,0.4530,-0.1984,-0.0000,0.8029,0.0470,-0.8016,0.0365,-0.2473,0.0000,0
7.470,0.4530,-0.1984,-0.0000,0.8029,0.0470,-0.8016,0.0372,-0.2472,0.0000,0
7.492,0.4530,-0.1984,-0.0000,0.8029,0.0470,-0.8016,0.0372,-0.2472,0.0000,0
7.510,0.4530,-0.1984,-0.0000,0.8029,0.0470,-0.8016,0.0372,-0.2472,0.0000,0
7.530,0.4530,-0.1984,-0.0000,0.8029,0.0470,-0.8016,0.0372,-0.2472,0.0000,0
7.550,0.4530,-0.1984,-0.0000,0.8029,0.0470,-0.8016,0.0372,-0.2472,0.0000,0
7.570,0.4533,-0.2003,-0.0000,0.8011,0.0467,-0.7997,0.0363,-0.2473,0.0000,0
7.590,0.4533,-0.2003,-0.0000,0.8011,0.0467,-0.7997,0.0370,-0.2473,0.0000,0
7.610,0.4536,-0.2021,-0.0000,0.7993,0.0464,-0.7979,0.0361,-0.2474,0.0000,0
7.630,0.4538,-0.2039,-0.0000,0.7974,0.0462,-0.7961,0.0359,-0.2474,0.0000,0
7.651,0.4538,-0.2039,-0.0000,0.7974,0.0462,-0.7961,0.0365,-0.2473,0.0000,0
7.670,0.4538,-0.2039,-0.0000,0.7974,0.0462,-0.7961,0.0365,-0.2473,0.0000,0
7.690,0.4538,-0.2039,-0.0000,0.7974,0.0462,-0.7961,0.0365,-0.2473,0.0000,0
7.710,0.4544,-0.2076,-0.0000,0.7937,0.0456,-0.7924,0.0348,-0.2476,0.0000,0
7.731,0.4544,-0.2076,-0.0000,0.7937,0.0456,-0.7924,0.0361,-0.2474,0.0000,0
7.750,0.4544,-0.2076,-0.0000,0.7937,0.0456,-0.7924,0.0361,-0.2474,0.0000,0
7.771,0.4549,-0.2112,-0.0000,0.7901,0.0451,-0.7888,0.0344,-0.2476,0.0000,0
7.790,0.4549,-0.2112,-0.0000,0.7901,0.0451,-0.7888,0.0357,-0.2474,0.0000,0
7.811,0.4549,-0.2112,-0.0000,0.7901,0.0451,-0.7888,0.0357,-0.2474,0.0000,0
7.830,0.4549,-0.2112,-0.0000,0.7901,0.0451,-0.7888,0.0357,-0.2474,0.0000,0
7.850,0.4549,-0.2112,-0.0000,0.7901,0.0451,-0.7888,0.0357,-0.2474,0.0000,0
7.870,0.4549,-0.2112,-0.0000,0.7901,0.0451,-0.7888,0.0357,-0.2474,0.0000,0
7.890,0.4552,-0.2131,-0.0000,0.7882,0.0448,-0.7869,0.0349,-0.2476,0.0000,0
7.913,0.4552,-0.2131,-0.0000,0.7882,0.0448,-0.7869,0.0355,-0.2475,0.0000,0
7.930,0.4552,-0.2131,-0.0000,0.7882,0.0448,-0.7869,0.0355,-0.2475,0.0000,0
7.950,0.4552,-0.2131,-0.0000,0.7882,0.0448,-0.7869,0.0355,-0.2475,0.0000,0
7.971,0.4552,-0.2131,-0.0000,0.7882,0.0448,-0.7869,0.0355,-0.2475,0.0000,0
7.990,0.4552,-0.2131,-0.0000,0.7882,0.0448,-0.7869,0.0355,-0.2475,0.0000,0
8.010,0.4552,-0.2131,-0.0000,0.7882,0.0448,-0.7869,0.0355,-0.2475,0.0000,0
8.030,0.4552,-0.2131,-0.0000,0.7882,0.0448,-0.7869,0.0355,-0.2475,0.0000,0
8.050,0.4552,-0.2131,-0.0000,0.7882,0.0448,-0.7869,0.0355,-0.2475,0.0000,0
8.070,0.4552,-0.2131,-0.0000,0.7882,0.0448,-0.7869,0.0355,-0.2475,0.0000,0
8.090,0.4554,-0.2149,-0.0000,0.7864,0.0446,-0.7851,0.0347,-0.2476,0.0000,0
8.110,0.4562,-0.2204,-0.0000,0.7809,0.0438,-0.7796,0.0328,-0.2478,0.0000,0
8.130,0.4567,-0.2240,-0.0000,0.7772,0.0433,-0.7760,0.0331,-0.2478,0.0000,0
8.152,0.4574,-0.2295,-0.0000,0.7717,0.0426,-0.7705,0.0320,-0.2479,0.0000,0
8.170,0.4574,-0.2295,-0.0000,0.7717,0.0426,-0.7705,0.0338,-0.2477,0.0000,0
8.190,0.4574,-0.2295,-0.0000,0.7717,0.0426,-0.7705,0.0338,-0.2477,0.0000,0
8.210,0.4574,-0.2295,-0.0000,0.7717,0.0426,-0.7705,0.0338,-0.2477,0.0000,0
8.230,0.4579,-0.2332,-0.0000,0.7680,0.0421,-0.7668,0.0322,-0.2479,0.0000,0
8.250,0.4579,-0.2332,-0.0000,0.7680,0.0421,-0.7668,0.0334,-0.2478,0.0000,0
8.270,0.4579,-0.2332,-0.0000,0.7680,0.0421,-0.7668,0.0334,-0.2478,0.0000,0
8.290,0.4579,-0.2332,-0.0000,0.7680,0.0421,-0.7668,0.0334,-0.2478,0.0000,0
8.311,0.4579,-0.2332,-0.0000,0.7680,0.0421,-0.7668,0.0334,-0.2478,0.0000,0
8.330,0.4584,-0.2368,-0.0000,0.7643,0.0416,-0.7632,0.0318,-0.2480,0.0000,0
8.350,0.4584,-0.2368,-0.0000,0.7643,0.0416,-0.7632,0.0330,-0.2478,0.0000,0
8.370,0.4594,-0.2442,-0.0000,0.7569,0.0406,-0.7558,0.0299,-0.2482,0.0000,0
8.392,0.4594,-0.2442,-0.0000,0.7569,0.0406,-0.7558,0.0322,-0.2479,0.0000,0
8.410,0.4594,-0.2442,-0.0000,0.7569,0.0406,-0.7558,0.0322,-0.2479,0.0000,0
8.430,0.4594,-0.2442,-0.0000,0.7569,0.0406,-0.7558,0.0322,-0.2479,0.0000,0
8.450,0.4594,-0.2442,-0.0000,0.7569,0.0406,-0.7558,0.0322,-0.2479,0.0000,0
8.471,0.4601,-0.2496,-0.0000,0.7514,0.0399,-0.7504,0.0300,-0.2482,0.0000,0
8.490,0.4605,-0.2533,-0.0000,0.7477,0.0395,-0.7467,0.0302,-0.2482,0.0000,0
8.510,0.4608,-0.2551,-0.0000,0.7459,0.0392,-0.7449,0.0306,-0.2481,0.0000,0
8.530,0.4608,-0.2551,-0.0000,0.7459,0.0392,-0.7449,0.0312,-0.2481,0.0000,0
8.550,0.4608,-0.2551,-0.0000,0.7459,0.0392,-0.7449,0.0312,-0.2481,0.0000,0
8.570,0.4608,-0.2551,-0.0000,0.7459,0.0392,-0.7449,0.0312,-0.2481,0.0000,0
8.590,0.4608,-0.2551,-0.0000,0.7459,0.0392,-0.7449,0.0312,-0.2481,0.0000,0
8.610,0.4608,-0.2551,-0.0000,0.7459,0.0392,-0.7449,0.0312,-0.2481,0.0000,0
8.631,0.4610,-0.2570,-0.0000,0.7440,0.0390,-0.7430,0.0304,-0.2481,0.0000,0
8.650,0.4610,-0.2570,-0.0000,0.7440,0.0390,-0.7430,0.0310,-0.2481,0.0000,0
8.670,0.4610,-0.2570,-0.0000,0.7440,0.0390,-0.7430,0.0310,-0.2481,0.0000,0
8.690,0.4612,-0.2588,-0.0000,0.7422,0.0388,-0.7412,0.0302,-0.2482,0.0000,0
8.710,0.4614,-0.2606,-0.0000,0.7404,0.0386,-0.7394,0.0301,-0.2482,0.0000,0
8.730,0.4614,-0.2606,-0.0000,0.7404,0.0386,-0.7394,0.0306,-0.2481,0.0000,0
8.750,0.4614,-0.2606,-0.0000,0.7404,0.0386,-0.7394,0.0306,-0.2481,0.0000,0
8.770,0.4619,-0.2643,-0.0000,0.7367,0.0381,-0.7357,0.0292,-0.2483,0.0000,0
8.791,0.4619,-0.2643,-0.0000,0.7367,0.0381,-0.7357,0.0303,-0.2482,0.0000,0
8.810,0.4623,-0.2680,-0.0000,0.7330,0.0377,-0.7320,0.0288,-0.2483,0.0000,0
8.830,0.4623,-0.2680,-0.0000,0.7330,0.0377,-0.7320,0.0299,-0.2482,0.0000,0
8.851,0.4623,-0.2680,-0.0000,0.7330,0.0377,-0.7320,0.0299,-0.2482,0.0000,0
8.870,0.4630,-0.2735,-0.0000,0.7275,0.0370,-0.7265,0.0278,-0.2484,0.0000,0
8.890,0.4630,-0.2735,-0.0000,0.7275,0.0370,-0.7265,0.0294,-0.2483,0.0000,0
8.910,0.4630,-0.2735,-0.0000,0.7275,0.0370,-0.7265,0.0294,-0.2483,0.0000,0
8.930,0.4630,-0.2735,-0.0000,0.7275,0.0370,-0.7265,0.0294,-0.2483,0.0000,0
8.950,0.4632,-0.2753,-0.0000,0.7256,0.0368,-0.7247,0.0287,-0.2483,0.0000,0
8.970,0.4632,-0.2753,-0.0000,0.7256,0.0368,-0.7247,0.0292,-0.2483,0.0000,0
8.990,0.4632,-0.2753,-0.0000,0.7256,0.0368,-0.7247,0.0292,-0.2483,0.0000,0
9.010,0.4632,-0.2753,-0.0000,0.7256,0.0368,-0.7247,0.0292,-0.2483,0.0000,0
9.030,0.4636,-0.2790,-0.0000,0.7219,0.0364,-0.7210,0.0278,-0.2484,0.0000,0
9.050,0.4636,-0.2790,-0.0000,0.7219,0.0364,-0.7210,0.0289,-0.2483,0.0000,0
9.070,0.4636,-0.2790,-0.0000,0.7219,0.0364,-0.7210,0.0289,-0.2483,0.0000,0
9.090,0.4636,-0.2790,-0.0000,0.7219,0.0364,-0.7210,0.0289,-0.2483,0.0000,0
9.111,0.4636,-0.2790,-0.0000,0.7219,0.0364,-0.7210,0.0289,-0.2483,0.0000,0
9.130,0.4643,-0.2845,-0.0000,0.7164,0.0357,-0.7155,0.0269,-0.2486,0.0000,0
9.150,0.4643,-0.2845,-0.0000,0.7164,0.0357,-0.7155,0.0284,-0.2484,0.0000,0
9.170,0.4643,-0.2845,-0.0000,0.7164,0.0357,-0.7155,0.0284,-0.2484,0.0000,0
9.192,0.4643,-0.2845,-0.0000,0.7164,0.0357,-0.7155,0.0284,-0.2484,0.0000,0
9.210,0.4647,-0.2881,-0.0000,0.7127,0.0353,-0.7119,0.0271,-0.2485,0.0000,0
9.231,0.4647,-0.2881,-0.0000,0.7127,0.0353,-0.7119,0.0281,-0.2484,0.0000,0
9.250,0.4651,-0.2918,-0.0000,0.7090,0.0349,-0.7082,0.0268,-0.2486,0.0000,0
9.271,0.4651,-0.2918,-0.0000,0.7090,0.0349,-0.7082,0.0278,-0.2485,0.0000,0
9.290,0.4651,-0.2918,-0.0000,0.7090,0.0349,-0.7082,0.0278,-0.2485,0.0000,0
9.312,0.4651,-0.2918,-0.0000,0.7090,0.0349,-0.7082,0.0278,-0.2485,0.0000,0
9.330,0.4651,-0.2918,-0.0000,0.7090,0.0349,-0.7082,0.0278,-0.2485,0.0000,0
9.350,0.4651,-0.2918,-0.0000,0.7090,0.0349,-0.7082,0.0278,-0.2485,0.0000,0
9.370,0.4651,-0.2918,-0.0000,0.7090,0.0349,-0.7082,0.0278,-0.2485,0.0000,0
9.390,0.4653,-0.2936,-0.0000,0.7072,0.0347,-0.7064,0.0271,-0.2485,0.0000,0
9.411,0.4657,-0.2973,-0.0000,0.7035,0.0343,-0.7027,0.0263,-0.2486,0.0000,0
9.430,0.4659,-0.2992,-0.0000,0.7017,0.0341,-0.7008,0.0266,-0.2486,0.0000,0
9.450,0.4663,-0.3028,-0.0000,0.6980,0.0337,-0.6972,0.0258,-0.2487,0.0000,0
9.470,0.4663,-0.3028,-0.0000,0.6980,0.0337,-0.6972,0.0268,-0.2486,0.0000,0
9.490,0.4663,-0.3028,-0.0000,0.6980,0.0337,-0.6972,0.0268,-0.2486,0.0000,0
9.512,0.4663,-0.3028,-0.0000,0.6980,0.0337,-0.6972,0.0268,-0.2486,0.0000,0
9.530,0.4667,-0.3065,-0.0000,0.6943,0.0333,-0.6935,0.0255,-0.2487,0.0000,0
9.550,0.4667,-0.3065,-0.0000,0.6943,0.0333,-0.6935,0.0265,-0.2486,0.0000,0
9.570,0.4671,-0.3102,-0.0000,0.6906,0.0329,-0.6898,0.0252,-0.2487,0.0000,0
9.590,0.4671,-0.3102,-0.0000,0.6906,0.0329,-0.6898,0.0262,-0.2486,0.0000,0
9.611,0.4671,-0.3102,-0.0000,0.6906,0.0329,-0.6898,0.0262,-0.2486,0.0000,0
9.630,0.4671,-0.3102,-0.0000,0.6906,0.0329,-0.6898,0.0262,-0.2486,0.0000,0
9.650,0.4671,-0.3102,-0.0000,0.6906,0.0329,-0.6898,0.0262,-0.2486,0.0000,0
9.670,0.4671,-0.3102,-0.0000,0.6906,0.0329,-0.6898,0.0262,-0.2486,0.0000,0
9.690,0.4675,-0.3138,-0.0000,0.6869,0.0325,-0.6862,0.0249,-0.2488,0.0000,0
9.710,0.4675,-0.3138,-0.0000,0.6869,0.0325,-0.6862,0.0259,-0.2487,0.0000,0
9.730,0.4675,-0.3138,-0.0000,0.6869,0.0325,-0.6862,0.0259,-0.2487,0.0000,0
9.750,0.4676,-0.3157,-0.0000,0.6851,0.0324,-0.6843,0.0253,-0.2487,0.0000,0
9.770,0.4680,-0.3193,-0.0000,0.6814,0.0320,-0.6807,0.0245,-0.2488,0.0000,0
9.790,0.4680,-0.3193,-0.0000,0.6814,0.0320,-0.6807,0.0255,-0.2487,0.0000,0
9.810,0.4682,-0.3212,-0.0000,0.6796,0.0318,-0.6788,0.0249,-0.2488,0.0000,0
9.830,0.4684,-0.3230,-0.0000,0.6777,0.0316,-0.6770,0.0247,-0.2488,0.0000,0
9.851,0.4684,-0.3230,-0.0000,0.6777,0.0316,-0.6770,0.0252,-0.2487,0.0000,0
9.870,0.4686,-0.3249,-0.0000,0.6759,0.0314,-0.6751,0.0246,-0.2488,0.0000,0
9.890,0.4686,-0.3249,-0.0000,0.6759,0.0314,-0.6751,0.0250,-0.2487,0.0000,0
9.910,0.4686,-0.3249,-0.0000,0.6759,0.0314,-0.6751,0.0250,-0.2487,0.0000,0
9.930,0.4686,-0.3249,-0.0000,0.6759,0.0314,-0.6751,0.0250,-0.2487,0.0000,0
9.950,0.4686,-0.3249,-0.0000,0.6759,0.0314,-0.6751,0.0250,-0.2487,0.0000,0
9.973,0.4686,-0.3249,-0.0000,0.6759,0.0314,-0.6751,0.0250,-0.2487,0.0000,0
9.990,0.4688,-0.3267,-0.0000,0.6740,0.0312,-0.6733,0.0244,-0.2488,0.0000,0
10.010,0.4689,-0.3285,-0.0000,0.6722,0.0311,-0.6715,0.0243,-0.2488,0.0000,0
10.030,0.4693,-0.3322,-0.0000,0.6685,0.0307,-0.6678,0.0236,-0.2489,0.0000,0
10.050,0.4693,-0.3322,-0.0000,0.6685,0.0307,-0.6678,0.0244,-0.2488,0.0000,0
10.070,0.4693,-0.3322,-0.0000,0.6685,0.0307,-0.6678,0.0244,-0.2488,0.0000,0
10.090,0.4693,-0.3322,-0.0000,0.6685,0.0307,-0.6678,0.0244,-0.2488,0.0000,0
10.110,0.4693,-0.3322,-0.0000,0.6685,0.0307,-0.6678,0.0244,-0.2488,0.0000,0
10.130,0.4698,-0.3377,-0.0000,0.6630,0.0302,-0.6623,0.0227,-0.2490,0.0000,0
10.152,0.4698,-0.3377,-0.0000,0.6630,0.0302,-0.6623,0.0240,-0.2488,0.0000,0
10.170,0.4698,-0.3377,-0.0000,0.6630,0.0302,-0.6623,0.0240,-0.2488,0.0000,0
10.190,0.4702,-0.3414,-0.0000,0.6593,0.0298,-0.6586,0.0229,-0.2490,0.0000,0
10.210,0.4702,-0.3414,-0.0000,0.6593,0.0298,-0.6586,0.0237,-0.2489,0.0000,0
10.231,0.4702,-0.3414,-0.0000,0.6593,0.0298,-0.6586,0.0237,-0.2489,0.0000,0
10.250,0.4702,-0.3414,-0.0000,0.6593,0.0298,-0.6586,0.0237,-0.2489,0.0000,0
10.270,0.4702,-0.3414,-0.0000,0.6593,0.0298,-0.6586,0.0237,-0.2489,0.0000,0
10.291,0.4702,-0.3414,-0.0000,0.6593,0.0298,-0.6586,0.0237,-0.2489,0.0000,0
10.310,0.4702,-0.3414,-0.0000,0.6593,0.0298,-0.6586,0.0237,-0.2489,0.0000,0
10.330,0.4702,-0.3414,-0.0000,0.6593,0.0298,-0.6586,0.0237,-0.2489,0.0000,0
10.350,0.4702,-0.3414,-0.0000,0.6593,0.0298,-0.6586,0.0237,-0.2489,0.0000,0
10.370,0.4702,-0.3414,-0.0000,0.6593,0.0298,-0.6586,0.0237,-0.2489,0.0000,0
10.390,0.4702,-0.3414,-0.0000,0.6593,0.0298,-0.6586,0.0237,-0.2489,0.0000,0
10.410,0.4704,-0.3432,-0.0000,0.6574,0.0296,-0.6568,0.0232,-0.2489,0.0000,0
10.430,0.4707,-0.3469,-0.0000,0.6537,0.0293,-0.6531,0.0225,-0.2490,0.0000,0
10.450,0.4710,-0.3506,-0.0000,0.6501,0.0290,-0.6494,0.0222,-0.2490,0.0000,0
10.471,0.4715,-0.3561,-0.0000,0.6445,0.0285,-0.6439,0.0214,-0.2491,0.0000,0
10.490,0.4715,-0.3561,-0.0000,0.6445,0.0285,-0.6439,0.0227,-0.2490,0.0000,0
10.510,0.4719,-0.3598,-0.0000,0.6408,0.0281,-0.6402,0.0216,-0.2491,0.0000,0
10.530,0.4719,-0.3598,-0.0000,0.6408,0.0281,-0.6402,0.0224,-0.2490,0.0000,0
10.550,0.4719,-0.3598,-0.0000,0.6408,0.0281,-0.6402,0.0224,-0.2490,0.0000,0
10.570,0.4719,-0.3598,-0.0000,0.6408,0.0281,-0.6402,0.0224,-0.2490,0.0000,0
10.590,0.4722,-0.3635,-0.0000,0.6371,0.0278,-0.6365,0.0214,-0.2491,0.0000,0
10.610,0.4722,-0.3635,-0.0000,0.6371,0.0278,-0.6365,0.0222,-0.2490,0.0000,0
10.630,0.4722,-0.3635,-0.0000,0.6371,0.0278,-0.6365,0.0222,-0.2490,0.0000,0
10.650,0.4724,-0.3653,-0.0000,0.6353,0.0276,-0.6347,0.0216,-0.2491,0.0000,0
10.670,0.4725,-0.3671,-0.0000,0.6335,0.0275,-0.6329,0.0215,-0.2491,0.0000,0
10.690,0.4725,-0.3671,-0.0000,0.6335,0.0275,-0.6329,0.0219,-0.2490,0.0000,0
10.710,0.4727,-0.3690,-0.0000,0.6316,0.0273,-0.6310,0.0214,-0.2491,0.0000,0
10.730,0.4728,-0.3708,-0.0000,0.6298,0.0272,-0.6292,0.0212,-0.2491,0.0000,0
10.750,0.4728,-0.3708,-0.0000,0.6298,0.0272,-0.6292,0.0216,-0.2491,0.0000,0
10.770,0.4728,-0.3708,-0.0000,0.6298,0.0272,-0.6292,0.0216,-0.2491,0.0000,0
10.790,0.4728,-0.3708,-0.0000,0.6298,0.0272,-0.6292,0.0216,-0.2491,0.0000,0
10.810,0.4728,-0.3708,-0.0000,0.6298,0.0272,-0.6292,0.0216,-0.2491,0.0000,0
10.830,0.4730,-0.3727,-0.0000,0.6279,0.0270,-0.6273,0.0211,-0.2491,0.0000,0
10.850,0.4730,-0.3727,-0.0000,0.6279,0.0270,-0.6273,0.0215,-0.2491,0.0000,0
10.870,0.4730,-0.3727,-0.0000,0.6279,0.0270,-0.6273,0.0215,-0.2491,0.0000,0
10.890,0.4730,-0.3727,-0.0000,0.6279,0.0270,-0.6273,0.0215,-0.2491,0.0000,0
10.910,0.4730,-0.3727,-0.0000,0.6279,0.0270,-0.6273,0.0215,-0.2491,0.0000,0
10.930,0.4730,-0.3727,-0.0000,0.6279,0.0270,-0.6273,0.0215,-0.2491,0.0000,0
10.950,0.4730,-0.3727,-0.0000,0.6279,0.0270,-0.6273,0.0215,-0.2491,0.0000,0
10.970,0.4730,-0.3727,-0.0000,0.6279,0.0270,-0.6273,0.0215,-0.2491,0.0000,0
10.991,0.4730,-0.3727,-0.0000,0.6279,0.0270,-0.6273,0.0215,-0.2491,0.0000,0
11.011,0.4730,-0.3727,-0.0000,0.6279,0.0270,-0.6273,0.0215,-0.2491,0.0000,0
11.030,0.4733,-0.3763,-0.0000,0.6242,0.0267,-0.6237,0.0205,-0.2492,0.0000,0
11.050,0.4736,-0.3800,-0.0000,0.6205,0.0264,-0.6200,0.0203,-0.2492,0.0000,0
11.070,0.4741,-0.3855,-0.0000,0.6150,0.0259,-0.6145,0.0195,-0.2492,0.0000,0
11.092,0.4744,-0.3892,-0.0000,0.6113,0.0256,-0.6108,0.0197,-0.2492,0.0000,0
11.110,0.4744,-0.3892,-0.0000,0.6113,0.0256,-0.6108,0.0204,-0.2492,0.0000,0
11.130,0.4744,-0.3892,-0.0000,0.6113,0.0256,-0.6108,0.0204,-0.2492,0.0000,0
11.150,0.4745,-0.3911,-0.0000,0.6095,0.0255,-0.6089,0.0200,-0.2492,0.0000,0
11.170,0.4745,-0.3911,-0.0000,0.6095,0.0255,-0.6089,0.0203,-0.2492,0.0000,0
11.190,0.4747,-0.3929,-0.0000,0.6076,0.0253,-0.6071,0.0198,-0.2492,0.0000,0
11.210,0.4748,-0.3947,-0.0000,0.6058,0.0252,-0.6053,0.0197,-0.2492,0.0000,0
11.230,0.4748,-0.3947,-0.0000,0.6058,0.0252,-0.6053,0.0201,-0.2492,0.0000,0
11.251,0.4748,-0.3947,-0.0000,0.6058,0.0252,-0.6053,0.0201,-0.2492,0.0000,0
11.270,0.4748,-0.3947,-0.0000,0.6058,0.0252,-0.6053,0.0201,-0.2492,0.0000,0
11.290,0.4750,-0.3966,-0.0000,0.6039,0.0250,-0.6034,0.0196,-0.2492,0.0000,0
11.310,0.4751,-0.3984,-0.0000,0.6021,0.0249,-0.6016,0.0195,-0.2492,0.0000,0
11.331,0.4751,-0.3984,-0.0000,0.6021,0.0249,-0.6016,0.0198,-0.2492,0.0000,0
11.350,0.4751,-0.3984,-0.0000,0.6021,0.0249,-0.6016,0.0198,-0.2492,0.0000,0
11.370,0.4751,-0.3984,-0.0000,0.6021,0.0249,-0.6016,0.0198,-0.2492,0.0000,0
11.390,0.4753,-0.4003,-0.0000,0.6003,0.0247,-0.5997,0.0194,-0.2492,0.0000,0
11.410,0.4754,-0.4021,-0.0000,0.5984,0.0246,-0.5979,0.0193,-0.2493,0.0000,0
11.430,0.4757,-0.4058,-0.0000,0.5947,0.0243,-0.5942,0.0187,-0.2493,0.0000,0
11.450,0.4757,-0.4058,-0.0000,0.5947,0.0243,-0.5942,0.0194,-0.2492,0.0000,0
11.470,0.4757,-0.4058,-0.0000,0.5947,0.0243,-0.5942,0.0194,-0.2492,0.0000,0
11.490,0.4757,-0.4058,-0.0000,0.5947,0.0243,-0.5942,0.0194,-0.2492,0.0000,0
11.510,0.4757,-0.4058,-0.0000,0.5947,0.0243,-0.5942,0.0194,-0.2492,0.0000,0
11.530,0.4757,-0.4058,-0.0000,0.5947,0.0243,-0.5942,0.0194,-0.2492,0.0000,0
11.550,0.4758,-0.4076,-0.0000,0.5929,0.0242,-0.5924,0.0189,-0.2493,0.0000,0
11.570,0.4758,-0.4076,-0.0000,0.5929,0.0242,-0.5924,0.0193,-0.2493,0.0000,0
11.590,0.4761,-0.4113,-0.0000,0.5892,0.0239,-0.5887,0.0183,-0.2493,0.0000,0
11.610,0.4761,-0.4113,-0.0000,0.5892,0.0239,-0.5887,0.0191,-0.2493,0.0000,0
11.630,0.4761,-0.4113,-0.0000,0.5892,0.0239,-0.5887,0.0191,-0.2493,0.0000,0
11.650,0.4761,-0.4113,-0.0000,0.5892,0.0239,-0.5887,0.0191,-0.2493,0.0000,0
11.670,0.4761,-0.4113,-0.0000,0.5892,0.0239,-0.5887,0.0191,-0.2493,0.0000,0
11.690,0.4761,-0.4113,-0.0000,0.5892,0.0239,-0.5887,0.0191,-0.2493,0.0000,0
11.710,0.4764,-0.4150,-0.0000,0.5855,0.0236,-0.5850,0.0181,-0.2493,0.0000,0
11.731,0.4767,-0.4187,-0.0000,0.5818,0.0233,-0.5813,0.0179,-0.2494,0.0000,0
11.750,0.4768,-0.4205,-0.0000,0.5800,0.0232,-0.5795,0.0182,-0.2493,0.0000,0
11.770,0.4771,-0.4242,-0.0000,0.5763,0.0229,-0.5758,0.0176,-0.2494,0.0000,0
11.790,0.4771,-0.4242,-0.0000,0.5763,0.0229,-0.5758,0.0183,-0.2493,0.0000,0
