t,x,y,theta,rho,vx,vy,w,wp_idx,ideal_x,ideal_y,reached
4.863,-0.2434,-1.0000,-0.0000,1.2434,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
4.884,-0.2434,-1.0000,-0.0000,1.2434,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
4.903,-0.2415,-1.0000,-0.0000,1.2415,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
4.923,-0.2415,-1.0000,-0.0000,1.2415,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
4.944,-0.2415,-1.0000,-0.0000,1.2415,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
4.963,-0.2415,-1.0000,-0.0000,1.2415,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
4.983,-0.2397,-1.0000,-0.0000,1.2397,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.004,-0.2379,-1.0000,-0.0000,1.2379,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.023,-0.2379,-1.0000,-0.0000,1.2379,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.043,-0.2360,-1.0000,-0.0000,1.2360,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.063,-0.2323,-1.0000,-0.0000,1.2323,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.083,-0.2323,-1.0000,-0.0000,1.2323,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.103,-0.2286,-1.0000,-0.0000,1.2286,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.123,-0.2286,-1.0000,-0.0000,1.2286,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.143,-0.2286,-1.0000,-0.0000,1.2286,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.163,-0.2286,-1.0000,-0.0000,1.2286,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.185,-0.2286,-1.0000,-0.0000,1.2286,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.204,-0.2268,-1.0000,-0.0000,1.2268,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.223,-0.2268,-1.0000,-0.0000,1.2268,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.243,-0.2231,-1.0000,-0.0000,1.2231,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.263,-0.2231,-1.0000,-0.0000,1.2231,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.283,-0.2231,-1.0000,-0.0000,1.2231,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.303,-0.2175,-1.0000,-0.0000,1.2175,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.323,-0.2175,-1.0000,-0.0000,1.2175,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.345,-0.2175,-1.0000,-0.0000,1.2175,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.363,-0.2175,-1.0000,-0.0000,1.2175,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.383,-0.2157,-1.0000,-0.0000,1.2157,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.403,-0.2120,-1.0000,-0.0000,1.2120,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.423,-0.2120,-1.0000,-0.0000,1.2120,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.443,-0.2120,-1.0000,-0.0000,1.2120,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.464,-0.2120,-1.0000,-0.0000,1.2120,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.484,-0.2083,-1.0000,-0.0000,1.2083,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.503,-0.2083,-1.0000,-0.0000,1.2083,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.523,-0.2083,-1.0000,-0.0000,1.2083,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.543,-0.2065,-1.0000,-0.0000,1.2065,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.564,-0.2065,-1.0000,-0.0000,1.2065,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.583,-0.2065,-1.0000,-0.0000,1.2065,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.604,-0.2065,-1.0000,-0.0000,1.2065,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.624,-0.2028,-1.0000,-0.0000,1.2028,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.643,-0.2028,-1.0000,-0.0000,1.2028,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.663,-0.1972,-1.0000,-0.0000,1.1972,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.684,-0.1954,-1.0000,-0.0000,1.1954,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.703,-0.1954,-1.0000,-0.0000,1.1954,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.723,-0.1935,-1.0000,-0.0000,1.1935,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.743,-0.1899,-1.0000,-0.0000,1.1899,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.763,-0.1880,-1.0000,-0.0000,1.1880,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.783,-0.1862,-1.0000,-0.0000,1.1862,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.803,-0.1862,-1.0000,-0.0000,1.1862,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.824,-0.1862,-1.0000,-0.0000,1.1862,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.843,-0.1862,-1.0000,-0.0000,1.1862,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.863,-0.1843,-1.0000,-0.0000,1.1843,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.884,-0.1843,-1.0000,-0.0000,1.1843,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.903,-0.1843,-1.0000,-0.0000,1.1843,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.923,-0.1806,-1.0000,-0.0000,1.1806,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.943,-0.1806,-1.0000,-0.0000,1.1806,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.964,-0.1806,-1.0000,-0.0000,1.1806,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
5.983,-0.1806,-1.0000,-0.0000,1.1806,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.003,-0.1788,-1.0000,-0.0000,1.1788,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.025,-0.1769,-1.0000,-0.0000,1.1769,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.043,-0.1769,-1.0000,-0.0000,1.1769,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.063,-0.1751,-1.0000,-0.0000,1.1751,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.083,-0.1732,-1.0000,-0.0000,1.1732,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.104,-0.1732,-1.0000,-0.0000,1.1732,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.123,-0.1732,-1.0000,-0.0000,1.1732,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.146,-0.1732,-1.0000,-0.0000,1.1732,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.164,-0.1714,-1.0000,-0.0000,1.1714,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.183,-0.1714,-1.0000,-0.0000,1.1714,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.203,-0.1714,-1.0000,-0.0000,1.1714,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.223,-0.1714,-1.0000,-0.0000,1.1714,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.244,-0.1677,-1.0000,-0.0000,1.1677,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.265,-0.1677,-1.0000,-0.0000,1.1677,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.283,-0.1622,-1.0000,-0.0000,1.1622,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.304,-0.1622,-1.0000,-0.0000,1.1622,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.323,-0.1622,-1.0000,-0.0000,1.1622,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.343,-0.1585,-1.0000,-0.0000,1.1585,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.364,-0.1548,-1.0000,-0.0000,1.1548,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.384,-0.1548,-1.0000,-0.0000,1.1548,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.403,-0.1511,-1.0000,-0.0000,1.1511,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.423,-0.1511,-1.0000,-0.0000,1.1511,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.445,-0.1511,-1.0000,-0.0000,1.1511,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.463,-0.1492,-1.0000,-0.0000,1.1492,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.483,-0.1492,-1.0000,-0.0000,1.1492,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.506,-0.1492,-1.0000,-0.0000,1.1492,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.524,-0.1492,-1.0000,-0.0000,1.1492,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.543,-0.1455,-1.0000,-0.0000,1.1455,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.563,-0.1455,-1.0000,-0.0000,1.1455,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.583,-0.1455,-1.0000,-0.0000,1.1455,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.605,-0.1455,-1.0000,-0.0000,1.1455,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.623,-0.1419,-1.0000,-0.0000,1.1419,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.644,-0.1419,-1.0000,-0.0000,1.1419,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.663,-0.1400,-1.0000,-0.0000,1.1400,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.683,-0.1363,-1.0000,-0.0000,1.1363,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.704,-0.1363,-1.0000,-0.0000,1.1363,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.723,-0.1363,-1.0000,-0.0000,1.1363,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.743,-0.1326,-1.0000,-0.0000,1.1326,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.763,-0.1326,-1.0000,-0.0000,1.1326,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.783,-0.1326,-1.0000,-0.0000,1.1326,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.803,-0.1308,-1.0000,-0.0000,1.1308,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.823,-0.1308,-1.0000,-0.0000,1.1308,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.843,-0.1308,-1.0000,-0.0000,1.1308,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.863,-0.1308,-1.0000,-0.0000,1.1308,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.885,-0.1308,-1.0000,-0.0000,1.1308,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.905,-0.1289,-1.0000,-0.0000,1.1289,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.923,-0.1271,-1.0000,-0.0000,1.1271,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.943,-0.1252,-1.0000,-0.0000,1.1252,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.963,-0.1234,-1.0000,-0.0000,1.1234,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
6.983,-0.1234,-1.0000,-0.0000,1.1234,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.005,-0.1234,-1.0000,-0.0000,1.1234,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.023,-0.1197,-1.0000,-0.0000,1.1197,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.044,-0.1197,-1.0000,-0.0000,1.1197,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.063,-0.1197,-1.0000,-0.0000,1.1197,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.083,-0.1197,-1.0000,-0.0000,1.1197,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.103,-0.1179,-1.0000,-0.0000,1.1179,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.124,-0.1179,-1.0000,-0.0000,1.1179,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.143,-0.1179,-1.0000,-0.0000,1.1179,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.166,-0.1179,-1.0000,-0.0000,1.1179,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.184,-0.1160,-1.0000,-0.0000,1.1160,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.203,-0.1142,-1.0000,-0.0000,1.1142,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.224,-0.1142,-1.0000,-0.0000,1.1142,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.243,-0.1105,-1.0000,-0.0000,1.1105,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.264,-0.1105,-1.0000,-0.0000,1.1105,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.283,-0.1105,-1.0000,-0.0000,1.1105,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.304,-0.1049,-1.0000,-0.0000,1.1049,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.323,-0.1031,-1.0000,-0.0000,1.1031,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.343,-0.1012,-1.0000,-0.0000,1.1012,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.364,-0.0994,-1.0000,-0.0000,1.0994,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.383,-0.0994,-1.0000,-0.0000,1.0994,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.403,-0.0994,-1.0000,-0.0000,1.0994,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.423,-0.0994,-1.0000,-0.0000,1.0994,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.443,-0.0975,-1.0000,-0.0000,1.0975,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.463,-0.0975,-1.0000,-0.0000,1.0975,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.483,-0.0975,-1.0000,-0.0000,1.0975,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.503,-0.0957,-1.0000,-0.0000,1.0957,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.523,-0.0939,-1.0000,-0.0000,1.0939,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.543,-0.0939,-1.0000,-0.0000,1.0939,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.566,-0.0939,-1.0000,-0.0000,1.0939,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.583,-0.0902,-1.0000,-0.0000,1.0902,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.604,-0.0902,-1.0000,-0.0000,1.0902,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.623,-0.0902,-1.0000,-0.0000,1.0902,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.643,-0.0883,-1.0000,-0.0000,1.0883,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.663,-0.0846,-1.0000,-0.0000,1.0846,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.684,-0.0846,-1.0000,-0.0000,1.0846,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.703,-0.0809,-1.0000,-0.0000,1.0809,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.723,-0.0809,-1.0000,-0.0000,1.0809,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.744,-0.0809,-1.0000,-0.0000,1.0809,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.763,-0.0809,-1.0000,-0.0000,1.0809,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.785,-0.0809,-1.0000,-0.0000,1.0809,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.803,-0.0791,-1.0000,-0.0000,1.0791,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.823,-0.0791,-1.0000,-0.0000,1.0791,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.843,-0.0791,-1.0000,-0.0000,1.0791,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.863,-0.0791,-1.0000,-0.0000,1.0791,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.883,-0.0791,-1.0000,-0.0000,1.0791,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.903,-0.0754,-1.0000,-0.0000,1.0754,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.925,-0.0754,-1.0000,-0.0000,1.0754,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.944,-0.0699,-1.0000,-0.0000,1.0699,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.963,-0.0662,-1.0000,-0.0000,1.0662,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
7.983,-0.0625,-1.0000,-0.0000,1.0625,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.003,-0.0625,-1.0000,-0.0000,1.0625,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.023,-0.0625,-1.0000,-0.0000,1.0625,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.043,-0.0625,-1.0000,-0.0000,1.0625,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.064,-0.0625,-1.0000,-0.0000,1.0625,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.084,-0.0606,-1.0000,-0.0000,1.0606,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.103,-0.0588,-1.0000,-0.0000,1.0588,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.123,-0.0588,-1.0000,-0.0000,1.0588,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.143,-0.0569,-1.0000,-0.0000,1.0569,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.163,-0.0569,-1.0000,-0.0000,1.0569,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.183,-0.0569,-1.0000,-0.0000,1.0569,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.203,-0.0569,-1.0000,-0.0000,1.0569,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.224,-0.0569,-1.0000,-0.0000,1.0569,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.244,-0.0532,-1.0000,-0.0000,1.0532,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.263,-0.0495,-1.0000,-0.0000,1.0495,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.283,-0.0477,-1.0000,-0.0000,1.0477,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.303,-0.0477,-1.0000,-0.0000,1.0477,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.324,-0.0477,-1.0000,-0.0000,1.0477,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.343,-0.0422,-1.0000,-0.0000,1.0422,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.364,-0.0422,-1.0000,-0.0000,1.0422,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.383,-0.0403,-1.0000,-0.0000,1.0403,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.403,-0.0385,-1.0000,-0.0000,1.0385,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.425,-0.0385,-1.0000,-0.0000,1.0385,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.443,-0.0366,-1.0000,-0.0000,1.0366,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.463,-0.0366,-1.0000,-0.0000,1.0366,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.483,-0.0366,-1.0000,-0.0000,1.0366,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.504,-0.0366,-1.0000,-0.0000,1.0366,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.523,-0.0366,-1.0000,-0.0000,1.0366,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.543,-0.0366,-1.0000,-0.0000,1.0366,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.564,-0.0366,-1.0000,-0.0000,1.0366,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.583,-0.0366,-1.0000,-0.0000,1.0366,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.603,-0.0366,-1.0000,-0.0000,1.0366,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.623,-0.0366,-1.0000,-0.0000,1.0366,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.643,-0.0366,-1.0000,-0.0000,1.0366,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.664,-0.0329,-1.0000,-0.0000,1.0329,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.683,-0.0311,-1.0000,-0.0000,1.0311,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.704,-0.0292,-1.0000,-0.0000,1.0292,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.723,-0.0274,-1.0000,-0.0000,1.0274,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.743,-0.0274,-1.0000,-0.0000,1.0274,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.763,-0.0255,-1.0000,-0.0000,1.0255,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.785,-0.0255,-1.0000,-0.0000,1.0255,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.803,-0.0255,-1.0000,-0.0000,1.0255,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.823,-0.0237,-1.0000,-0.0000,1.0237,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.844,-0.0237,-1.0000,-0.0000,1.0237,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.863,-0.0237,-1.0000,-0.0000,1.0237,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.883,-0.0219,-1.0000,-0.0000,1.0219,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.903,-0.0200,-1.0000,-0.0000,1.0200,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.925,-0.0200,-1.0000,-0.0000,1.0200,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.943,-0.0200,-1.0000,-0.0000,1.0200,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.963,-0.0182,-1.0000,-0.0000,1.0182,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
8.983,-0.0163,-1.0000,-0.0000,1.0163,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.004,-0.0163,-1.0000,-0.0000,1.0163,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.023,-0.0126,-1.0000,-0.0000,1.0126,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.043,-0.0126,-1.0000,-0.0000,1.0126,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.066,-0.0126,-1.0000,-0.0000,1.0126,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.083,-0.0126,-1.0000,-0.0000,1.0126,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.103,-0.0108,-1.0000,-0.0000,1.0108,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.123,-0.0108,-1.0000,-0.0000,1.0108,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.143,-0.0108,-1.0000,-0.0000,1.0108,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.163,-0.0071,-1.0000,-0.0000,1.0071,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.183,-0.0071,-1.0000,-0.0000,1.0071,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.203,-0.0071,-1.0000,-0.0000,1.0071,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.223,-0.0071,-1.0000,-0.0000,1.0071,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.244,-0.0071,-1.0000,-0.0000,1.0071,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.264,-0.0034,-1.0000,-0.0000,1.0034,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.283,-0.0034,-1.0000,-0.0000,1.0034,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.303,-0.0034,-1.0000,-0.0000,1.0034,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.323,-0.0015,-1.0000,-0.0000,1.0015,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.343,0.0021,-1.0000,-0.0000,0.9979,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.365,0.0021,-1.0000,-0.0000,0.9979,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.383,0.0058,-1.0000,-0.0000,0.9942,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.404,0.0058,-1.0000,-0.0000,0.9942,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.426,0.0058,-1.0000,-0.0000,0.9942,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.443,0.0058,-1.0000,-0.0000,0.9942,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.464,0.0077,-1.0000,-0.0000,0.9923,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.483,0.0077,-1.0000,-0.0000,0.9923,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.503,0.0077,-1.0000,-0.0000,0.9923,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.523,0.0077,-1.0000,-0.0000,0.9923,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.543,0.0077,-1.0000,-0.0000,0.9923,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.564,0.0077,-1.0000,-0.0000,0.9923,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.585,0.0114,-1.0000,-0.0000,0.9886,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.603,0.0132,-1.0000,-0.0000,0.9868,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.623,0.0169,-1.0000,-0.0000,0.9831,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.644,0.0169,-1.0000,-0.0000,0.9831,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.663,0.0169,-1.0000,-0.0000,0.9831,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.683,0.0206,-1.0000,-0.0000,0.9794,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.703,0.0206,-1.0000,-0.0000,0.9794,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.725,0.0206,-1.0000,-0.0000,0.9794,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
9.743,0.0243,-1.0000,-0.0000,0.9757,0.2500,0.0000,0.0000,1,1.0000,-1.0000,0
